bear.year,bearID,year.rep,sex,birth.year,age,repro,dN15,dC13,mass,headcirc,capture.date,cortisol.kitcorrected,condition,fYEAR,year,pub.name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,number.cubs,periodwcubs,cubseparation,cub.age,mother,father,family.group,length.mat.care,n.LMC,litter.size,mean.offspring.condition
W0004_2009,W0004,2008,F,1994,15,SolitaryF,4.06,-22.764,96,63,39920,11.02,1.523809524,2008,2009,Öda,s,s,s,3,s,l,d,NA,NA,NA,NA,NA,3,january-may,yes,2,95SS93,W9002,200,cd,3,3,
W0212_2007,W0212,2006,F,2001,6,SolitaryF,5.09,-23.478,81,59,39222,3.8158,1.372881356,2006,2007,Salma,b,NA,NA,NA,l,l,l,l,l,l,l,l,unknown,unknown,yes,0,W9307,W9701,201,cd,3,,
W0212_2006,W0212,2005,F,2001,5,SolitaryF,5.16,-23.26,93,60,38830,3.1298,1.55,2005,2006,Salma,b,s,s,NA,l,l,l,l,l,l,l,l,unknown,unknown,yes,0,W9307,W9701,202,cd,3,,
W0219_2010,W0219,2009,F,2001,9,SolitaryF,4.9,-23.632,84,63,40318,8.4,1.333333333,2009,2010,Ljöra,b,s,s,3,s,s,2,s,s,s,s,s,3,january-december,no,0,W9008,W0202,203,cd,3,3,
W0229_2005,W0229,2004,F,1998,7,SolitaryF,4.81,-22.772,92,58,38460,3.7864,1.586206897,2004,2005,Unna,b,s,s,s,3,s,3,s,s,3,s,s,3,january-december,no,0,unknown,unknown,204,cd,3,3,
W0323_2005,W0323,2004,F,2000,5,SolitaryF,4.55,-22.812,94,60,38458,3.7472,1.566666667,2004,2005,Löva,b,s,s,NA,l,l,l,NA,NA,NA,NA,NA,unknown,unknown,yes,0,W0124,unknown,205,cd,3,0,
W0405_2007,W0405,2006,F,2003,4,SolitaryF,5.04,-22.918,72,57.5,39252,2.25,1.252173913,2006,2007,Kroka,b,s,s,1,l,l,l,l,NA,NA,NA,NA,1,january-april,yes,0,W9007,W9916,206,cd,3,1,
W0411_2009,W0411,2008,F,2003,6,SolitaryF,4.85,-23.094,90,58,39947,8.47,1.551724138,2008,2009,Kassika,b,NA,NA,l,l,l,l,l,l,l,NA,NA,0,unknown,yes,0,W9307,W9701,207,cd,3,0,
W0411_2007,W0411,2006,F,2003,4,SolitaryF,5.11,-23.638,85,57,39184,3.8746,1.49122807,2006,2007,Kassika,b,s,s,1,1,s,1,NA,NA,NA,NA,NA,1,unknown,unknown,0,W9307,W9701,208,cd,3,1,
W0415_2007,W0415,2006,F,2003,4,SolitaryF,4.39,-22.648,74,57,39222,2.6006,1.298245614,2006,2007,Gnolla,b,s,s,1,l,l,l,l,l,d,NA,NA,1,january-april,yes,0,W9913,W0201,209,cd,3,1,
W0422_2009,W0422,2008,F,2003,6,SolitaryF,4.18,-22.704,82,62,39923,8.8,1.322580645,2008,2009,Jämta,b,s,s,1,s,l,l,l,l,l,l,l,1,january-may,yes,0,W0004,W9401,210,cd,3,1,
W0503_2008,W0503,2007,F,2004,4,SolitaryF,4.86,-22.716,70,57,39567,4.6488,1.228070175,2007,2008,Påranäva,b,NA,NA,l,l,l,l,l,l,l,l,l,0,unknown,yes,0,W9806,unknown,211,cd,3,0,
W0504_2010,W0504,2009,F,2004,6,SolitaryF,4.22,-22.832,80,62,40295,4.43,1.290322581,2009,2010,Räva,b,s,s,s,s,s,1,NA,NA,d,NA,NA,1,unknown,yes,0,W0326,unknown,212,cd,3,1,
W0507_2009,W0507,2008,F,2004,5,SolitaryF,4.39,-22.464,96,63,39932,7.54,1.523809524,2008,2009,Läfta,b,NA,NA,l,l,l,l,l,l,d,NA,NA,0,unknown,yes,0,W8906,unknown,213,cd,3,0,
W0507_2008,W0507,2007,F,2004,4,SolitaryF,4.16,-22.736,63,58,39556,2.5908,1.086206897,2007,2008,Läfta,b,s,s,2,l,l,l,l,l,l,l,l,2,january-april,yes,0,W8906,unknown,214,cd,3,2,
W0605_2012,W0605,2011,F,2005,7,SolitaryF,4.48,-22.988,67,57,41050,5.2,1.175438596,2011,2012,Sälga,b,s,s,2,2,s,s,2,s,s,s,s,2,january-december,no,0,W0229,unknown,215,cd,3,2,
W0610_2012,W0610,2011,F,2005,7,SolitaryF,4.81,-22.778,61.5,52,41051,5.26,1.182692308,2011,2012,Ruta,b,s,s,s,l,l,l,l,l,l,l,l,unknown,january-april,yes,0,W0425,unknown,216,cd,3,0,
W0610_2013,W0610,2012,F,2005,8,SolitaryF,4.49,-23.126,75,54,41383,9.85,1.388888889,2012,2013,Ruta,b,s,s,l,l,l,l,l,l,l,l,l,unknown,january-march,yes,0,W0425,unknown,217,cd,3,0,
W0611_2013,W0611,2012,F,2005,8,SolitaryF,5.51,-22.636,79,54,41386,13.91,1.462962963,2012,2013,Påska,b,s,s,l,l,l,l,l,l,l,l,l,unknown,january-march,yes,0,W0425,W0012,218,cd,3,0,
W0620_2013,W0620,2012,F,2005,8,SolitaryF,4.89,-23.196,86,62,41416,31.33,1.387096774,2012,2013,Tvåska,b,s,s,s,3,s,3,s,s,3,s,s,3,january-december,no,0,W0004,unknown,219,cd,3,3,
W0621_2011,W0621,2010,F,2005,6,SolitaryF,4.57,-22.87,83,60,40661,7.05,1.383333333,2010,2011,Stöa,b,s,s,2,2,NA,NA,NA,NA,NA,NA,NA,2,unknown,yes,0,W9913,W0424,220,cd,3,2,
W0624_2007,W0624,2006,F,1989,18,SolitaryF,4.57,-22.938,120,65,39193,2.7574,1.846153846,2006,2007,Ljusa,b,NA,NA,l,l,l,l,l,l,l,l,l,unknown,unknown,yes,0,W9402,98SS02,221,cd,3,0,
W0624_2008,W0624,2007,F,1989,19,SolitaryF,4.83,-22.776,118,65,39577,4.2568,1.815384615,2007,2008,Ljusa,b,NA,NA,l,l,l,l,l,l,d,NA,NA,0,unknown,yes,0,W9402,98SS02,222,cd,3,0,
W0626_2007,W0626,2006,F,2000,7,SolitaryF,4.6,-23.158,68,57,39205,3.0416,1.192982456,2006,2007,Koski,b,NA,NA,NA,l,l,l,l,l,l,l,l,unknown,unknown,unknown,0,W9806,W9701,223,cd,3,0,
W0626_2008,W0626,2007,F,2000,8,SolitaryF,4.29,-23.106,NA,60,39611,4.247,NA,2007,2008,Koski,b,s,s,s,l,l,l,l,l,l,l,l,unknown,january-april,yes,0,W9806,W9701,224,cd,3,0,
W0713_2013,W0713,2012,F,2006,7,SolitaryF,5.17,-23.006,77,58,41415,24.06,1.327586207,2012,2013,Ambra,b,s,s,l,l,l,l,l,l,l,l,l,unknown,january-march,yes,0,W0517,unknown,225,cd,3,0,
W0716_2016,W0716,2015,F,2001,15,SolitaryF,4.09,-23,117.8,62,42491,6.09,1.9,2015,2016,Spjuta,b,s,s,NA,l,l,l,l,l,l,l,l,unknown,unknown,yes,0,unknown,unknown,226,cd,3,0,
W0806_2013,W0806,2012,F,2007,6,SolitaryF,5.09,-22.926,77,57,41416,6.16,1.350877193,2012,2013,Kyllan,b,s,s,2,2,l,l,l,l,l,l,l,2,january-may,yes,0,W0010,unknown,227,cd,3,0,
W0818_2016,W0818,2015,F,2007,9,SolitaryF,4.38,-21.06,87.4,58,42486,7.11,1.506896552,2015,2016,Ellen,b,NA,NA,l,l,l,l,l,l,l,l,l,unknown,unknown,NA,0,W0237,unknown,228,cd,3,0,
W1110_2016,W1110,2015,F,2010,6,SolitaryF,4.94,-23.31,82.5,56,42486,7.51,1.473214286,2015,2016,Strandas,b,NA,NA,l,l,l,l,l,l,l,l,l,unknown,NA,NA,0,W0326,unknown,229,cd,3,0,
W1205_2015,W1205,2014,F,2011,4,SolitaryF,5.42,-23.442,74.5,55,42110,6.26,1.354545455,2014,2015,Klummy,b,s,s,s,l,l,l,l,l,l,l,l,unknown,january-april,yes,0,W0104,unknown,230,cd,3,0,
W1206_2015,W1206,2014,F,2011,4,SolitaryF,5.66,-23.772,90.6,60,42110,6.33,1.51,2014,2015,Klumpa,b,NA,NA,NA,l,l,l,l,l,l,l,l,unknown,unknown,NA,0,W0104,unknown,231,cd,3,0,
W1206_2016,W1206,2015,F,2011,5,SolitaryF,6.15,-24.02,120,65,42490,4.64,1.846153846,2015,2016,Klumpa,b,NA,NA,NA,l,l,l,l,d,NA,NA,NA,unknown,unknown,NA,0,W0104,unknown,232,cd,3,0,
W1304_2016,W1304,2015,F,2012,4,SolitaryF,4.75,-23.32,48.8,49.5,42486,7.32,0.985858586,2015,2016,Bergsloga,b,NA,NA,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9403,unknown,233,cd,3,0,
W1505_2016,W1505,2015,F,NA,NA,SolitaryF,4.6,-23.32,112.6,61,42488,5.9,1.845901639,2015,2016,Gymåsa,b,NA,NA,l,l,l,l,l,l,l,l,l,unknown,unknown,yes,0,unknown,unknown,234,cd,3,0,
W8811_1999,W8811,1998,F,1978,21,SolitaryF,6.1,-22.604,140,64,36273,3.414,2.1875,1998,1999,Mossihonan,b,s,s,3,s,2,2,s,s,s,s,s,3,january-december,no,0,unknown,unknown,235,cd,3,3,
W8905_1997,W8905,1996,F,1987,10,SolitaryF,4.98,-22.858,90,58,35611,2.4046,1.551724138,1996,1997,Björnbergshonan,b,s,s,s,s,2,l,l,l,l,l,l,2,january-june,yes,0,W8707,W8804,236,cd,3,2,
W9101_1997,W9101,1996,F,1990,7,SolitaryF,4.66,-22.798,80,55,35548,2.287,1.454545455,1996,1997,Griffel,b,s,s,4,4,1,s,s,s,s,s,s,4,january-december,no,0,W8906,W8607,237,cd,3,4,
W9208_1996,W9208,1995,F,1991,5,SolitaryF,4.58,-22.46,101,61.5,35166,3.5316,1.642276423,1995,1996,Barka,b,s,s,2,s,2,s,s,2,2,s,s,2,january-december,no,0,W8808,W8503,238,cd,3,2,
W9307_1997,W9307,1996,F,1992,5,SolitaryF,4.79,-23.118,63,57,35528,3.6394,1.105263158,1996,1997,Tippa,b,s,2,l,l,l,l,l,l,l,l,l,2,january-march,yes,0,W8906,W8503,239,cd,3,2,
W9403_2004,W9403,2003,F,1993,11,SolitaryF,4.7,-22.884,105,61.5,38160,2.9534,1.707317073,2003,2004,Grivla,b,s,s,3,s,s,l,l,l,l,l,l,3,january-june,yes,0,W8808,W8607,240,cd,3,3,
W9403_2012,W9403,2011,F,1993,19,SolitaryF,5.02,-22.758,NA,62,41050,5.52,NA,2011,2012,Grivla,b,s,s,s,2,s,s,2,s,2,s,s,2,january-december,no,0,W8808,W8607,241,cd,3,2,
W9404_1997,W9404,1996,F,1993,4,SolitaryF,4.23,-22.868,83.5,56,35611,2.6692,1.491071429,1996,1997,Börrine,b,s,s,s,2,s,l,l,l,l,l,l,2,january-june,yes,0,W9008,W9811,242,cd,3,2,
W9404_2004,W9404,2003,F,1993,11,SolitaryF,4.38,-22.924,105,63,38147,2.728,1.666666667,2003,2004,Börrine,b,s,s,s,3,s,l,l,l,l,l,l,3,january-june,yes,0,W9008,W9811,243,cd,3,3,
W9804_2001,W9804,2000,F,1997,4,SolitaryF,4.3,-22.64,71,54.5,37008,4.5312,1.302752294,2000,2001,Borregaard,b,s,s,l,l,l,l,l,l,l,l,l,unknown,january-march,yes,0,W9008,W9811,244,cd,3,0,
W9806_2000,W9806,1999,F,1996,4,SolitaryF,4.86,-22.542,NA,58,36633,9.8526,NA,1999,2000,Femma,b,s,s,l,l,l,l,l,l,l,l,l,unknown,january-march,yes,0,W0121,W8607,245,cd,3,0,
W9814_2012,W9814,2011,F,1997,15,SolitaryF,5.55,-22.738,86,62,41050,6.14,1.387096774,2011,2012,Bella,b,s,s,s,s,l,l,l,l,l,l,l,unknown,january-may,yes,0,W9308,W8807,246,cd,3,0,
W9914_2002,W9914,2001,F,1998,4,SolitaryF,4.37,-22.498,79,56,37370,4.4528,1.410714286,2001,2002,Gira,b,s,s,s,l,l,l,l,l,l,l,l,unknown,january-april,yes,0,W9404,W9311,247,cd,3,0,
W0004_2002,W0004,2001,F,1994,8,WithCubs,4.27,-22.728,86,60,4/22/2002,5.2956,1.433333333,2001,2002,Öda,s,s,s,2,2,s,l,l,l,l,l,l,2,january-june,yes,1,95SS93,W9002,2,d,4,2,0.607654146
W0213_2002,W0213,2001,M,2001,1,WithMother,4.69,-22.978,24,42.5,4/22/2002,5.374,0.564705882,2001,2002,Öda_k2:2,m,m,m,m,m,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0004,unknown,2,d,4,2,0.607654146
W0214_2002,W0214,2001,F,2001,1,WithMother,4.72,-23.038,27,41.5,4/22/2002,5.3152,0.65060241,2001,2002,Jäska,m,m,m,m,m,m,l,l,l,d,NA,NA,0,NA,NA,NA,W0004,unknown,2,d,4,2,0.607654146
W0107_2009,W0107,2008,F,2000,9,WithCubs,4.45,-22.764,97,66,4/21/2009,12.44,1.46969697,2008,2009,Akita,l,l,l,l,l,l,l,l,d,NA,NA,NA,0,NA,NA,NA,W9003,unknown,16,d,4,0,
W8808_2003,W8808,2002,F,1981,22,WithCubs,4.22,-22.816,83,62,4/24/2003,7.81,1.338709677,2002,2003,Noppihonan,s,s,s,3,D,NA,NA,NA,NA,NA,NA,NA,3,unknown,unknown,1,unknown,unknown,66,d,4,3,0.470236059
W0320_2003,W0320,2002,M,2002,1,WithMother,5.27,-23.106,19,39.5,4/24/2003,11.04,0.481012658,2002,2003,Noppi_k9:1,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W8808,W9921,66,d,4,3,0.470236059
W0321_2003,W0321,2002,M,2002,1,WithMother,4.97,-23.136,17,37,4/24/2003,13.53,0.459459459,2002,2003,Noppi_k9:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W8808,W9921,66,d,4,3,0.470236059
W9307_2000,W9307,1999,F,1992,8,WithCubs,4.77,-22.902,89,59,4/27/2000,4.8742,1.508474576,1999,2000,Tippa,b,1+1,s,s,1,s,l,l,l,l,l,l,1,january-june,yes,0 and 1,W8906,W8503,95,d,4,1,0.789473684
W0017_2000,W0017,1999,M,1999,1,WithMother,5.05,-23.222,30,38,4/27/2000,3.7962,0.789473684,1999,2000,Kataja,m,m,m,m,m,m,l,l,l,NA,NA,NA,NA,NA,NA,NA,W9307,W9301,95,d,4,1,0.789473684
W9615_2011,W9615,2010,F,1995,16,WithCubs,4.61,-22.26,90,58,4/20/2011,12.77,1.551724138,2010,2011,Keiko,s,s,s,2,2,NA,NA,D,NA,NA,NA,NA,2,unknown,unknown,1,W8905,W9409,122,d,4,2,0.425907426
W1104_2011,W1104,2010,F,2010,1,WithMother,4.7,-22.51,16,39,4/20/2011,10.2,0.41025641,2010,2011,Bjura,m,m,m,m,m,NA,NA,NA,NA,c,c,c,0,NA,NA,NA,W9615,unknown,122,d,4,2,0.425907426
W1105_2011,W1105,2010,F,2010,1,WithMother,4.46,-22.52,17,38.5,4/20/2011,9.67,0.441558442,2010,2011,Nysloga,m,m,m,m,m,NA,NA,NA,NA,c,c,c,0,NA,NA,NA,W9615,unknown,122,d,4,2,0.425907426
W0018_2003,W0018,2002,F,1999,4,SolitaryF,4.78,-22.516,88,58,37735,4.5704,1.517241379,2002,2003,Tuva,b,s,s,s,l,l,l,l,l,l,l,l,unknown,january-april,unknown,0,W9504,unknown,,n,5,,
W0107_2005,W0107,2004,F,2000,5,SolitaryF,5.07,-22.882,79,59,38459,4.8252,1.338983051,2004,2005,Akita,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9003,unknown,,n,5,,
W0120_2002,W0120,2001,F,1999,3,SolitaryF,4.12,-23.028,58,52,37365,3.8942,1.115384615,2001,2002,Rådlösa,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9007,W0108,,n,5,,
W0120_2003,W0120,2002,F,1999,4,SolitaryF,3.7,-22.676,80,60,37746,5.2368,1.333333333,2002,2003,Rådlösa,l,l,l,l,l,l,l,l,l,d,NA,NA,0,NA,NA,NA,W9007,W0108,,n,5,,
W0208_2004,W0208,2003,F,2001,3,SolitaryF,3.92,-23.134,50,49,38096,3.463,1.020408163,2003,2004,Snotta,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0109,W9701,,n,5,,
W0208_2005,W0208,2004,F,2001,4,SolitaryF,3.95,-22.852,65,53,38483,4.8742,1.226415094,2004,2005,Snotta,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0109,W9701,,n,5,,
W0209_2004,W0209,2003,F,2001,3,SolitaryF,4.45,-22.974,61,52.5,38094,3.0024,1.161904762,2003,2004,Lanna,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0109,W9701,,n,5,,
W0209_2005,W0209,2004,F,2001,4,SolitaryF,4.94,-23.202,71,56,38456,3.8256,1.267857143,2004,2005,Lanna,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0109,W9701,,n,5,,
W0212_2005,W0212,2004,F,2001,4,SolitaryF,4.71,-23.142,72,55,38458,5.7268,1.309090909,2004,2005,Salma,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9307,W9701,,n,5,,
W0217_2004,W0217,2003,F,2001,3,SolitaryF,4.22,-23.294,45,46,38092,3.4924,0.97826087,2003,2004,Silina,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9403,unknown,,n,5,,
W0217_2005,W0217,2004,F,2001,4,SolitaryF,4.21,-23.902,53,53,38456,4.1098,1,2004,2005,Silina,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9403,unknown,,n,5,,
W0219_2005,W0219,2004,F,2001,4,SolitaryF,4.81,-23.512,78,59,38469,5.325,1.322033898,2004,2005,Ljöra,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9008,W0202,,n,5,,
W0221_2005,W0221,2004,F,2001,4,SolitaryF,3.95,-23.012,76,59,38469,4.9036,1.288135593,2004,2005,Faksa,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9404,W9311,,n,5,,
W0229_2004,W0229,2003,F,1998,6,SolitaryF,4.65,-22.664,98,60,38092,2.4634,1.633333333,2003,2004,Unna,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,unknown,unknown,,n,5,,
W0303_2005,W0303,2004,F,2002,3,SolitaryF,4.14,-23.182,49,49,38461,4.541,1,2004,2005,Näcka,l,l,l,l,l,l,l,l,l,NA,NA,NA,0,NA,NA,NA,W8906,W0012,,n,5,,
W0323_2004,W0323,2003,F,2000,4,SolitaryF,5.15,-23.364,89,58,38145,3.365,1.534482759,2003,2004,Löva,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0124,unknown,,n,5,,
W0407_2006,W0407,2005,F,2003,3,SolitaryF,4.85,-22.81,NA,51,38887,4.8546,NA,2005,2006,Kuusi,l,l,l,l,l,l,l,l,l,l,NA,NA,0,NA,NA,NA,W0234,W9401,,n,5,,
W0410_2006,W0410,2005,F,2003,3,SolitaryF,4.51,-23.36,54,49.5,38827,4.933,1.090909091,2005,2006,Tomsa,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9307,W9701,,n,5,,
W0410_2007,W0410,2006,F,2003,4,SolitaryF,4.71,-23.378,72,58,39184,2.777,1.24137931,2006,2007,Tomsa,l,l,l,l,l,l,l,l,l,d,NA,NA,0,NA,NA,NA,W9307,W9701,,n,5,,
W0411_2006,W0411,2005,F,2003,3,SolitaryF,4.92,-23.34,60,51,38830,3.4336,1.176470588,2005,2006,Kassika,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9307,W9701,,n,5,,
W0411_2008,W0411,2007,F,2003,5,SolitaryF,4.77,-23.196,77,58,39563,7.677,1.327586207,2007,2008,Kassika,NA,NA,NA,l,l,l,l,l,l,l,l,l,0,unknown,unknown,NA,W9307,W9701,,n,5,,
W0416_2007,W0416,2006,F,2003,4,SolitaryF,4.52,-23.008,76,59,39194,3.022,1.288135593,2006,2007,Aspa,l,l,l,l,l,l,l,l,l,d,NA,NA,0,NA,NA,NA,W9913,unknown,,n,5,,
W0422_2006,W0422,2005,F,2003,3,SolitaryF,4.63,-22.83,65,53,38831,3.806,1.226415094,2005,2006,Jämta,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0004,W9401,,n,5,,
W0422_2007,W0422,2006,F,2003,4,SolitaryF,4.67,-22.798,NA,61,39205,3.8452,NA,2006,2007,Jämta,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0004,W9401,,n,5,,
W0422_2008,W0422,2007,F,2003,5,SolitaryF,4.62,-22.706,83,61,39546,3.57,1.360655738,2007,2008,Jämta,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0004,W9401,,n,5,,
W0427_2005,W0427,2004,F,2001,4,SolitaryF,4.35,-23.192,67,57,38460,6.1678,1.175438596,2004,2005,Noenoppi,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0237,W9918,,n,5,,
W0503_2007,W0503,2006,F,2004,3,SolitaryF,4.74,-22.998,63,56,39190,4.6096,1.125,2006,2007,Påranäva,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9806,unknown,,n,5,,
W0503_2009,W0503,2008,F,2004,5,SolitaryF,4.71,-22.894,90,63,39917,7.79,1.428571429,2008,2009,Påranäva,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9806,unknown,,n,5,,
W0507_2007,W0507,2006,F,2004,3,SolitaryF,4.83,-22.768,59,53.5,39188,2.7182,1.102803738,2006,2007,Läfta,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W8906,unknown,,n,5,,
W0605_2010,W0605,2009,F,2005,5,SolitaryF,4.69,-22.952,70,58.5,40295,3.78,1.196581197,2009,2010,Sälga,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0229,unknown,,n,5,,
