bear.year,bearID,year.rep,sex,birth.year,age,repro,dN15,dC13,mass,headcirc,capture.date,cortisol.kitcorrected,condition,fYEAR,fAGE,year,fREPRO,pub.name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,number.cubs,periodwcubs,cubseparation,cub.age,mother,father,FG
W0005_2000,W0005,1999,M,1999,1,WithMother,5.44,-22.822,45,46,4/10/2000,4.3646,0.97826087,1999,1,2000,4,Öda_k1:1,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0004,W8601,1
W0004_2000,W0004,1999,F,1994,6,WithCubs,4.62,-22.652,95,59,4/10/2000,5.0114,1.610169492,1999,6,2000,3,Öda,s,s,s,1,1,l,l,l,l,l,l,l,1,january-may,yes,1,95SS93,W9002,1
W0213_2002,W0213,2001,M,2001,1,WithMother,4.69,-22.978,24,42.5,4/22/2002,5.374,0.564705882,2001,1,2002,4,Öda_k2:2,m,m,m,m,m,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0004,unknown,2
W0214_2002,W0214,2001,F,2001,1,WithMother,4.72,-23.038,27,41.5,4/22/2002,5.3152,0.65060241,2001,1,2002,4,Jäska,m,m,m,m,m,m,l,l,l,d,NA,NA,0,NA,NA,NA,W0004,unknown,2
W0004_2002,W0004,2001,F,1994,8,WithCubs,4.27,-22.728,86,60,4/22/2002,5.2956,1.433333333,2001,8,2002,3,Öda,s,s,s,2,2,s,l,l,l,l,l,l,2,january-june,yes,1,95SS93,W9002,2
W0408_2004,W0408,2003,M,2003,1,WithMother,4.56,-23.254,29,42.5,4/16/2004,8.66,0.682352941,2003,1,2004,4,Öda_k3:1,m,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0004,W9401,3
W0422_2004,W0422,2003,F,2003,1,WithMother,4.36,-23.154,27,40,4/20/2004,7.75,0.675,2003,1,2004,4,Jämta,m,m,m,m,m,m,m,l,l,l,l,l,0,NA,NA,NA,W0004,W9401,3
W0004_2004,W0004,2003,F,1994,10,WithCubs,4.02,-22.844,95,62,4/16/2004,6.34,1.532258065,2003,10,2004,3,Öda,s,s,s,2,s,2,2,l,l,l,l,l,2,january-july,yes,1,95SS93,W9002,3
W0620_2006,W0620,2005,F,2005,1,WithMother,5.36,-22.99,25,40,5/2/2006,6.795,0.625,2005,1,2006,4,Tvåska,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W0004,unknown,4
W0004_2006,W0004,2005,F,1994,12,WithCubs,4.47,-22.93,95,64,5/2/2006,5.913,1.484375,2005,12,2006,3,Öda,s,s,s,s,1,l,l,l,l,l,l,l,1,january-may,yes,1,95SS93,W9002,4
W0810_2008,W0810,2007,M,2007,1,WithMother,4.95,-23.206,24,43,4/24/2008,8.2748,0.558139535,2007,1,2008,4,Mismyr,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0004,unknown,5
W0811_2008,W0811,2007,M,2007,1,WithMother,4.83,-23.106,22,42,4/24/2008,6.06,0.523809524,2007,1,2008,4,Klittmyr,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0004,unknown,5
W0812_2008,W0812,2007,M,2007,1,WithMother,4.81,-23.126,16,38,4/24/2008,7.6476,0.421052632,2007,1,2008,4,Villmyr,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0004,unknown,5
W0810_2009,W0810,2008,M,2007,2,WithMother,4.06,-22.764,48,50,4/17/2009,8.09,0.96,2008,2,2009,4,Mismyr,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W0004,unknown,5
W0811_2009,W0811,2008,M,2007,2,WithMother,3.96,-22.754,45,48,4/17/2009,9.97,0.9375,2008,2,2009,4,Klittmyr,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W0004,unknown,5
W0812_2009,W0812,2008,M,2007,2,WithMother,3.9,-22.844,39,47,4/17/2009,11.08,0.829787234,2008,2,2009,4,Villmyr,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W0004,unknown,5
W0004_2008,W0004,2007,F,1994,14,WithCubs,4.24,-22.966,88,65,4/24/2008,4.835,1.353846154,2007,14,2008,3,Öda,s,s,s,3,3,3,3,s,s,3,s,s,3,january-december,no,1,95SS93,W9002,5
W0010_2006,W0010,2005,F,1999,7,WithCubs,4.37,-23.55,83,60,4/19/2006,8.1,1.383333333,2005,7,2006,3,Hirva,s,s,s,1,s,l,l,l,l,l,l,l,1,january-may,yes,1,W9403,W9810,6
W0806_2008,W0806,2007,F,2007,1,WithMother,4.14,-22.916,15,39.5,4/23/2008,4.345,0.379746835,2007,1,2008,4,Kyllan,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W0010,unknown,7
W0807_2008,W0807,2007,M,2007,1,WithMother,4.3,-23.036,15,39,4/23/2008,10.2446,0.384615385,2007,1,2008,4,Hirva_k2:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0010,unknown,7
W0010_2008,W0010,2007,F,1999,9,WithCubs,3.7,-22.656,81,58,4/23/2008,4.8252,1.396551724,2007,9,2008,3,Hirva,s,s,s,2,1,l,l,l,l,l,l,l,2,january-may,yes,1,W9403,W9810,7
W0508_2005,W0508,2004,F,2004,1,WithMother,4.8,-23.042,17,38.5,4/17/2005,7.3242,0.441558442,2004,1,2005,4,Milla,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0018,unknown,8
W0018_2005,W0018,2004,F,1999,6,WithCubs,4.27,-23.062,82,58,4/17/2005,5.1486,1.413793103,2004,6,2005,3,Tuva,s,s,s,1,s,s,l,l,l,l,l,l,1,january-june,yes,1,W9504,unknown,8
W0708_2007,W0708,2006,M,2006,1,WithMother,5.35,-23.168,22,38.5,4/17/2007,10.47,0.571428571,2006,1,2007,4,Tuva_k3:1,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0018,unknown,9
W0709_2007,W0709,2006,F,2006,1,WithMother,5.46,-23.008,25,41.5,4/17/2007,11.65,0.602409639,2006,1,2007,4,Rymma,m,m,m,m,m,m,m,m,m,m,m,m,0,NA,NA,NA,W0018,unknown,9
W0710_2007,W0710,2006,M,2006,1,WithMother,5.33,-23.318,26,44.5,4/17/2007,7.74,0.584269663,2006,1,2007,4,Tuva_k3:3,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0018,unknown,9
W0018_2007,W0018,2006,F,1999,8,WithCubs,4.71,-23.208,97,63,4/17/2007,6.87,1.53968254,2006,8,2007,3,Tuva,s,s,s,3,3,3,3,3,3,3,3,s,3,january-december,no,1,W9504,unknown,9
W0104_2006,W0104,2005,F,2000,6,WithCubs,4.36,-22.95,77,59,4/20/2006,11.35,1.305084746,2005,6,2006,3,Abborrgina,s,s,s,1,s,1,s,1,1,1,1,s,1,january-december,no,1,W9909,99X07,10
W0602_2006,W0602,2005,F,2005,1,WithMother,4.9,-23.47,19,41,4/20/2006,15.59,0.463414634,2005,1,2006,4,Hälla,m,m,m,m,m,m,m,m,m,m,m,m,0,NA,NA,NA,W0104,unknown,11
W0901_2009,W0901,2008,M,2008,1,WithMother,5.3,-23.204,25,38,4/16/2009,10.93,0.657894737,2008,1,2009,4,Loften,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0104,unknown,11
W0902_2009,W0902,2008,M,2008,1,WithMother,5.64,-22.824,25,40,4/16/2009,7.92,0.625,2008,1,2009,4,Räken,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0104,unknown,11
W0901_2010,W0901,2009,M,2008,2,WithMother,4.98,-23.182,49,47,4/13/2010,4.56,1.042553191,2009,2,2010,4,Loften,m,m,m,m,l,l,l,l,l,l,l,l,NA,NA,NA,NA,W0104,unknown,11
W0902_2010,W0902,2009,M,2008,2,WithMother,5.33,-23.182,55,48,4/13/2010,4.87,1.145833333,2009,2,2010,4,Räken,m,m,m,m,l,l,l,l,l,l,l,l,NA,NA,NA,NA,W0104,unknown,11
W0104_2010,W0104,2009,F,2000,10,WithCubs,4.8,-22.912,97,62,4/13/2010,5.64,1.564516129,2009,10,2010,3,Abborrgina,s,s,s,2,l,l,l,l,l,l,l,l,2,january-april,yes,2,W9909,99X07,11
W1205_2012,W1205,2011,F,2011,1,WithMother,5.79,-23.328,20,40,5/2/2012,10.08,0.5,2011,1,2012,4,Klummy,m,m,m,m,m,m,m,m,m,m,m,m,0,NA,NA,NA,W0104,unknown,12
W1206_2012,W1206,2011,F,2011,1,WithMother,5.47,-23.228,22.5,40.5,5/2/2012,9.33,0.555555556,2011,1,2012,4,Klumpa,m,m,m,m,m,m,m,m,m,m,m,m,0,NA,NA,NA,W0104,unknown,12
W1205_2013,W1205,2012,F,2011,2,WithMother,4.99,-23.406,43,48,4/23/2013,2.43,0.895833333,2012,2,2013,4,Klummy,m,m,m,m,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0104,unknown,12
W1206_2013,W1206,2012,F,2011,2,WithMother,5.18,-23.316,NA,54,6/11/2013,3.88,NA,2012,2,2013,4,Klumpa,m,m,m,m,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0104,unknown,12
W0104_2012,W0104,2011,F,2000,12,WithCubs,4.33,-22.968,78,60,5/2/2012,9.39,1.3,2011,12,2012,3,Abborrgina,s,s,s,2,2,s,s,2,s,2,s,s,2,january-december,no,1,W9909,99X07,12
W0104_2015,W0104,2014,F,2000,15,WithCubs,4.15,-23.212,83.6,59,4/24/2015,11.16,1.416949153,2014,15,2015,3,Abborrgina,s,s,s,3,3,s,3,s,3,s,s,s,3,january-december,no,1,W9909,99X07,13
W0104_2016,W0104,2015,F,2000,16,WithCubs,4.4,-23.38,102,59,5/2/2016,8.9,1.728813559,2015,16,2016,3,Abborrgina,s,s,s,s,3,NA,l,l,l,l,l,l,3,january-may,yes,2,W9909,99X07,14
W0107_2007,W0107,2006,F,2000,7,WithCubs,4.75,-22.798,85,65,4/20/2007,8.71,1.307692308,2006,7,2007,3,Akita,s,s,s,1,l,l,l,l,l,l,l,l,1,january-april,yes,1,W9003,unknown,15
W0107_2009,W0107,2008,F,2000,9,WithCubs,4.45,-22.764,97,66,4/21/2009,12.44,1.46969697,2008,9,2009,1,Akita,l,l,l,l,l,l,l,l,d,NA,NA,NA,0,NA,NA,NA,W9003,unknown,16
W0208_2002,W0208,2001,F,2001,1,WithMother,3.9,-22.938,17,38,4/20/2002,5.4132,0.447368421,2001,1,2002,4,Snotta,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0109,W9701,17
W0209_2002,W0209,2001,F,2001,1,WithMother,4.3,-22.838,16,37,4/20/2002,5.6778,0.432432432,2001,1,2002,4,Lanna,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0109,W9701,17
W0109_2002,W0109,2001,F,1994,8,WithCubs,3.81,-22.748,76,57,4/20/2002,4.8448,1.333333333,2001,8,2002,3,Loma,s,s,s,2,s,s,l,l,l,l,l,l,2,january-june,yes,1,W0121,W9002,17
W0412_2004,W0412,2003,F,2003,1,WithMother,4.35,-23.524,21,39,4/17/2004,3.6002,0.538461538,2003,1,2004,4,Rönni,m,m,m,m,m,d,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,W0109,unknown,18
W0413_2004,W0413,2003,M,2003,1,WithMother,4.15,-23.504,24,40,4/17/2004,4.4528,0.6,2003,1,2004,4,Loma_k2:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0109,unknown,18
W0109_2004,W0109,2003,F,1994,10,WithCubs,3.93,-23.404,87,62,4/17/2004,4.7664,1.403225806,2003,10,2004,3,Loma,s,s,s,2,s,l,l,l,l,d,NA,NA,2,january-may,yes,1,W0121,W9002,18
W0701_2007,W0701,2006,F,2006,1,WithMother,5.03,-23.338,20,NA,4/13/2007,9.56,NA,2006,1,2007,4,Kotta,m,m,m,m,m,m,l,l,d,NA,NA,NA,0,NA,NA,NA,W0209,unknown,19
W0702_2007,W0702,2006,F,2006,1,WithMother,5.25,-23.378,19,NA,4/13/2007,9.94,NA,2006,1,2007,4,Bävra,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0209,unknown,19
W0209_2007,W0209,2006,F,2001,6,WithCubs,4.75,-23.378,81,59,4/13/2007,7.97,1.372881356,2006,6,2007,3,Lanna,s,s,s,2,2,s,l,l,l,l,l,l,2,january-june,yes,1,W0109,W9701,19
W1103_2011,W1103,2010,M,2010,1,WithMother,5.18,-23.41,14,38,4/18/2011,8.1,0.368421053,2010,1,2011,4,Kivi,m,m,m,m,m,m,l,l,l,l,l,l,NA,NA,NA,NA,W0217,unknown,20
W0217_2011,W0217,2010,F,2001,10,WithCubs,4.5,-23.07,68,57,4/18/2011,15,1.192982456,2010,10,2011,3,Silina,s,s,s,1,1,s,1,l,l,l,l,l,1,january-july,yes,1,W9403,unknown,20
W1307_2013,W1307,2012,M,2012,1,WithMother,4.99,-23.536,10,35.5,4/29/2013,12.35,0.281690141,2012,1,2013,4,Tunplutten,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0217,unknown,21
W1308_2013,W1308,2012,M,2012,1,WithMother,4.86,-23.426,15,36,4/29/2013,11.34,0.416666667,2012,1,2013,4,Pendon,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0217,unknown,21
W0217_2013,W0217,2012,F,2001,12,WithCubs,4.69,-23.186,79,59,5/15/2013,7.59,1.338983051,2012,12,2013,3,Silina,s,s,s,s,s,s,2,s,s,2,s,s,2,january-december,no,1,W9403,unknown,21
W1113_2011,W1113,2010,M,2010,1,WithMother,5,-23.17,11.4,37,4/28/2011,12.07,0.308108108,2010,1,2011,4,Ljöra_k4:2,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0219,unknown,22
W1114_2011,W1114,2010,F,2010,1,WithMother,4.08,-23.26,14,38,4/28/2011,10.81,0.368421053,2010,1,2011,4,Ljöra_k4:3,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0219,unknown,22
W0219_2011,W0219,2010,F,2001,10,WithCubs,4.58,-23.37,80,61,4/28/2011,10.76,1.31147541,2010,10,2011,3,Ljöra,s,s,s,2,s,s,2,s,s,2,s,s,2,january-december,no,1,W9008,W0202,22
W0604_2006,W0604,2005,M,2005,1,WithMother,4.85,-23.34,NA,NA,4/21/2006,8.31,NA,2005,1,2006,4,Unna_k1:1,m,m,m,m,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0229,unknown,23
W0605_2006,W0605,2005,F,2005,1,WithMother,4.61,-23.38,20,38,4/21/2006,13.15,0.526315789,2005,1,2006,4,Sälga,m,m,m,m,m,m,m,m,l,l,l,l,0,NA,NA,NA,W0229,unknown,23
W0606_2006,W0606,2005,F,2005,1,WithMother,4.82,-23.17,20,38,4/21/2006,12.76,0.526315789,2005,1,2006,4,Våla,m,m,m,m,m,m,m,m,l,d,NA,NA,0,NA,NA,NA,W0229,unknown,23
W0229_2006,W0229,2005,F,1998,8,WithCubs,4.34,-22.96,89,60,4/21/2006,8.82,1.483333333,2005,8,2006,3,Unna,s,s,s,3,2,s,2,l,l,l,l,l,3,january-juli,yes,1,unknown,unknown,23
W0903_2009,W0903,2008,M,2008,1,WithMother,4.64,-23.114,25,40.5,4/20/2009,14.12,0.617283951,2008,1,2009,4,Nalis,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0229,unknown,24
W0904_2009,W0904,2008,F,2008,1,WithMother,4.69,-23.124,23,40,4/20/2009,10.68,0.575,2008,1,2009,4,Trulla,m,m,m,m,m,m,m,m,m,m,m,m,0,NA,NA,NA,W0229,unknown,24
W0903_2010,W0903,2009,M,2008,2,WithMother,5.09,-23.152,60,56,4/16/2010,4.85,1.071428571,2009,2,2010,4,Nalis,m,m,m,m,l,l,l,l,l,l,l,l,NA,NA,NA,NA,W0229,unknown,24
W0904_2010,W0904,2009,F,2008,2,WithMother,4.57,-22.992,51,49,4/16/2010,4.92,1.040816327,2009,2,2010,4,Trulla,m,m,m,m,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0229,unknown,24
W0229_2009,W0229,2008,F,1998,11,WithCubs,4.3,-22.754,98,64.5,4/20/2009,16.75,1.519379845,2008,11,2009,3,Unna,s,s,s,2,2,s,2,s,s,2,s,s,2,january-december,no,1,unknown,unknown,24
W0421_2004,W0421,2003,M,2003,1,WithMother,5.09,-23.444,26,41.5,4/20/2004,3.7472,0.626506024,2003,1,2004,4,Klöva_k1:2,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0231,W0423,25
W0231_2004,W0231,2003,F,1992,12,WithCubs,4.61,-23.624,98,65,4/20/2004,6.1874,1.507692308,2003,12,2004,3,Klöva,s,s,s,s,s,2,2,s,2,s,s,s,2,january-december,no,1,unknown,W8606,25
W0808_2008,W0808,2007,M,2007,1,WithMother,4.92,-23.226,14,37,4/24/2008,10.8522,0.378378378,2007,1,2008,4,Samuel,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0231,unknown,26
W0809_2008,W0809,2007,M,2007,1,WithMother,5.25,-23.056,17,42,4/24/2008,6.697,0.404761905,2007,1,2008,4,Manne,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0231,unknown,26
W0808_2009,W0808,2008,M,2007,2,WithMother,4.39,-22.684,39,45,4/15/2009,8.41,0.866666667,2008,2,2009,4,Samuel,m,m,m,m,m,l,l,l,l,d,NA,NA,NA,NA,NA,NA,W0231,unknown,26
W0809_2009,W0809,2008,M,2007,2,WithMother,4.75,-22.644,46,47,4/15/2009,6.65,0.978723404,2008,2,2009,4,Manne,m,m,m,m,m,l,l,l,d,NA,NA,NA,NA,NA,NA,NA,W0231,unknown,26
W0231_2008,W0231,2007,F,1992,16,WithCubs,4.6,-23.016,88,65,4/24/2008,5.3544,1.353846154,2007,16,2008,3,Klöva,s,s,s,2,2,s,2,s,s,2,s,s,2,january-december,no,1,unknown,W8606,26
W0231_2009,W0231,2008,F,1992,17,WithCubs,4.86,-22.784,83,67,4/15/2009,8.8,1.23880597,2008,17,2009,3,Klöva,s,s,s,2,s,l,l,l,l,d,NA,NA,2,january-may,yes,2,unknown,W8606,27
W0406_2004,W0406,2003,M,2003,1,WithMother,4.5,-23.474,21,40,4/15/2004,3.6198,0.525,2003,1,2004,4,Hålla_k1:1,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0234,W9401,28
W0407_2004,W0407,2003,F,2003,1,WithMother,4.36,-23.504,17,38,4/15/2004,2.8946,0.447368421,2003,1,2004,4,Kuusi,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0234,W9401,28
W0234_2004,W0234,2003,F,1999,5,WithCubs,4.15,-23.314,74,56,4/15/2004,3.463,1.321428571,2003,5,2004,3,Hålla,s,s,s,2,s,s,l,l,l,l,d,NA,2,january-june,yes,1,unknown,unknown,28
W0513_2005,W0513,2004,F,2004,1,WithMother,4.98,-23.012,22,40,4/27/2005,5.423,0.55,2004,1,2005,4,Syndre,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W0236,unknown,29
W0236_2005,W0236,2004,F,1999,6,WithCubs,3.64,-23.062,91,59,4/27/2005,5.1682,1.542372881,2004,6,2005,3,Toxa,s,s,s,1,s,l,l,l,l,l,l,l,1,january-may,yes,1,unknown,unknown,29
W0418_2004,W0418,2003,M,2003,1,WithMother,4.29,-23.134,27,42,4/19/2004,8.65,0.642857143,2003,1,2004,4,Lonahoa_k1:1,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0237,unknown,30
W0419_2004,W0419,2003,F,2003,1,WithMother,4.88,-22.924,22,38.5,4/19/2004,12.88,0.571428571,2003,1,2004,4,Göna,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,30
W0237_2004,W0237,2003,F,1997,7,WithCubs,3.82,-22.954,93,61,4/19/2004,6.57,1.524590164,2003,7,2004,3,Lonahoa,s,s,s,2,2,2,l,l,l,l,l,l,2,january-june,yes,1,unknown,unknown,30
W1015_2010,W1015,2009,M,2009,1,WithMother,3.97,-22.922,14,39,4/23/2010,9.34,0.358974359,2009,1,2010,4,Virkas,m,m,m,m,m,m,l,l,l,l,l,l,NA,NA,NA,NA,W0237,unknown,31
W1016_2010,W1016,2009,M,2009,1,WithMother,4.38,-22.932,18,39.5,4/23/2010,6.9,0.455696203,2009,1,2010,4,Rovena,m,m,m,m,m,m,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0237,unknown,31
W1017_2010,W1017,2009,F,2009,1,WithMother,4.29,-22.942,18,40,4/23/2010,7.9,0.45,2009,1,2010,4,Pässan,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,31
W0237_2010,W0237,2009,F,1997,13,WithCubs,3.49,-22.762,90,60.5,4/23/2010,16.8,1.487603306,2009,13,2010,3,Lonahoa,s,s,s,3,s,s,l,l,l,l,l,l,3,january-june,yes,1,unknown,unknown,31
W1101_2011,W1101,2010,M,2010,1,WithMother,4.56,-22.55,12,38,4/18/2011,8.52,0.315789474,2010,1,2011,4,Bäker,m,m,m,m,l,l,l,l,l,d,NA,NA,NA,NA,NA,NA,W0303,unknown,32
W1102_2011,W1102,2010,M,2010,1,WithMother,4.74,-22.51,15.5,39.5,4/18/2011,8.12,0.392405063,2010,1,2011,4,Slådå,m,m,m,m,NA,NA,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0303,unknown,32
W1305_2013,W1305,2012,F,2012,1,WithMother,4.8,-23.096,21.5,36,4/29/2013,9.81,0.597222222,2012,1,2013,4,Flickran,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W0303,unknown,32
W1306_2013,W1306,2012,M,2012,1,WithMother,4.83,-23.036,23,41,4/29/2013,8.84,0.56097561,2012,1,2013,4,Härkä,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W0303,unknown,32
W0303_2011,W0303,2010,F,2002,9,WithCubs,4.62,-22.29,74,56,4/18/2011,7.03,1.321428571,2010,9,2011,3,Näcka,s,s,s,2,l,l,l,l,l,l,l,l,2,january-april,yes,1,W8906,W0012,32
W0303_2013,W0303,2012,F,2002,11,WithCubs,4.2,-22.956,80,61,4/29/2013,14.51,1.31147541,2012,11,2013,3,Näcka,s,s,s,2,s,l,l,l,l,l,l,l,2,january-may,yes,1,W8906,W0012,33
W0504_2005,W0504,2004,F,2004,1,WithMother,3.76,-22.562,25,41,4/15/2005,6.23,0.609756098,2004,1,2005,4,Räva,m,m,m,m,m,m,m,m,m,m,m,m,0,NA,NA,NA,W0326,unknown,34
W0512_2005,W0512,2004,M,2004,1,WithMother,4.58,-22.772,30,41,4/18/2005,9.14,0.731707317,2004,1,2005,4,Gällla_k1:2,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W0326,unknown,34
