bearID,sex,year,bearyear,birth,age,litterID,repro,jan,reprocat,cubsfirstcount,cubseparation,cubage,statut,weaningage,ILI,dam,sire,matlitterID,sampleID,year.sampled,C13.suess,N15,mass,headcirc,condition,Cmonth,cort
W1011,F,2009,W1011.2009,2009,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0826,W0718,W0826.2009,822,2010,-22.792,4.56,17,34,0.5,4,8.78
W1016,M,2009,W1016.2009,2009,0,NA,4,m,Wmother,NA,unknown,unknown,N,unknown,C,W0237,V434511,W0237.2009,827,2010,-22.932,4.38,18,39.5,0.455696203,4,6.9
W1017,F,2009,W1017.2009,2009,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0237,V434511,W0237.2009,828,2010,-22.942,4.29,18,40,0.45,4,7.9
W1104,F,2010,W1104.2010,2010,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9615,W0718,W9615.2010,703,2011,-22.51,4.7,16,39,0.41025641,4,10.2
W1105,F,2010,W1105.2010,2010,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9615,W0718,W9615.2010,704,2011,-22.52,4.46,17,38.5,0.441558442,4,9.67
W1106,F,2010,W1106.2010,2010,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0517,UNKNOWN15,W0517.2010,705,2011,-22.49,4.66,10,36,0.277777778,4,14.14
W1110,F,2010,W1110.2010,2010,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0326,UNKNOWN22,W0326.2010,709,2011,-22.73,4.51,14,39.5,0.35443038,4,12.01
W1111,F,2010,W1111.2010,2010,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0425,V498411,W0425.2010,710,2011,-23.03,4.41,8,36,0.222222222,4,11.45
W1112,F,2010,W1112.2010,2010,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0623,W0225,W0623.2010,711,2011,-23.24,4.94,18.5,40.5,0.456790123,4,10.33
W1114,F,2010,W1114.2010,2010,0,NA,4,m,Wmother,NA,unknown,unknown,N,unknown,C,W0219,W0424,W0219.2010,713,2011,-23.26,4.08,14,38,0.368421053,4,10.81
W1205,F,2011,W1205.2011,2011,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0104,W9701,W0104.2011,659,2012,-23.328,5.79,20,40,0.5,5,10.08
W1205,F,2012,W1205.2012,2011,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0104,W9701,W0104.2011,608,2013,-23.406,4.99,43,48,0.895833333,4,2.43
W1206,F,2011,W1206.2011,2011,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0104,V229012,W0104.2011,660,2012,-23.228,5.47,22.5,40.5,0.555555556,5,9.33
W1206,F,2012,W1206.2012,2011,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0104,V229012,W0104.2011,609,2013,-23.316,5.18,NA,54,NA,6,3.88
W1209,F,2011,W1209.2011,2011,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0716,W0408,W0716.2011,663,2012,-23.738,5.44,NA,37,NA,5,9.71
W1303,F,2012,W1303.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9403,UNKNOWN23,W9403.2012,614,2013,-23.246,5.46,19,40.5,0.469135802,4,7.66
W1304,F,2012,W1304.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9403,UNKNOWN14,W9403.2012,615,2013,-23.206,5.66,19,39,0.487179487,4,12.79
W1305,F,2012,W1305.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0303,V229513,W0303.2012,616,2013,-23.096,4.8,21.5,36,0.597222222,4,9.81
W1309,F,2012,W1309.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9914,W0320,W9914.2012,620,2013,-22.186,5.3,21,40,0.525,4,10.79
W1310,F,2012,W1310.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0621,UNKNOWN24,W0621.2012,621,2013,-21.976,4.66,18.5,41,0.451219512,4,9.72
W1311,F,2012,W1311.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0621,UNKNOWN24,W0621.2012,622,2013,-22.196,5.01,17,37,0.459459459,4,6.95
W1315,F,2012,W1315.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0425,W0805,W0425.2012,626,2013,-22.976,4.61,15,38,0.394736842,5,8.01
W1408,F,2015,W1408.2015,2013,2,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0620,W1320,W0620.2013,718,2016,-23.66,6.09,81.6,55,1.483636364,4,5.18
W1614,F,2015,W1614.2015,2015,0,NA,4,m,Wmother,NA,unknown,unknown,N,unknown,C,W9903,NA,W9903.2015,580,2016,-23.48,4.73,17.8,37,0.481081081,5,13.02
W9208,F,1992,W9208.1992,1991,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W8808,W8503,W8808.1991,102,1993,-22.586,3.87,39.5,50,0.79,4,3.6394
W9504,F,1995,W9504.1995,1994,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9308,W8807,W9308.1994,55,1996,-22.8,4.52,35,46.5,0.752688172,5,3.757
W9507,F,1995,W9507.1995,1994,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W8906,W8607,W8906.1994,57,1996,-23.2,3.64,28,42,0.666666667,4,4.9428
W9601,F,1996,W9601.1996,1995,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9003,UNKNOWN19,W9003.1995,24,1997,-22.628,5.13,41,46,0.891304348,4,2.9926
W9601,F,1997,W9601.1997,1995,2,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9003,UNKNOWN19,W9003.1995,136,1998,-22.986,4.87,72,54,1.333333333,4,3.0906
W9602,F,1995,W9602.1995,1995,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9003,UNKNOWN27,W9003.1995,63,1996,-22.92,4.86,18,39,0.461538462,4,4.394
W9602,F,1996,W9602.1996,1995,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9003,UNKNOWN27,W9003.1995,25,1997,-22.278,5.12,45,45,1,4,2.3066
W9605,F,1996,W9605.1996,1995,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W8811,W9921,W8811.1995,26,1997,-22.338,4.81,53,47,1.127659574,4,2.3164
W9605,F,1997,W9605.1997,1995,2,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W8811,W9921,W8811.1995,137,1998,-22.096,6.16,64,57,1.122807018,4,2.434
W9606,F,1995,W9606.1995,1995,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9207,W9002,W9207.1995,66,1996,-23.66,4.67,21,41,0.512195122,4,4.5116
W9607,F,1995,W9607.1995,1995,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9207,W9002,W9207.1995,67,1996,-23.56,4.54,21,40,0.525,4,4.3254
W9613,F,1995,W9613.1995,1995,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W8808,W8806,W8808.1995,72,1996,-23.37,4.44,26,43,0.604651163,4,5.5308
W9615,F,1995,W9615.1995,1995,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W8905,W9409,W8905.1995,74,1996,-22.95,4.48,21,39.5,0.53164557,4,5.766
W9703,F,1996,W9703.1996,1996,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W8904,W9011,W8904.1996,32,1997,-22.608,5.85,37,43,0.860465116,4,3.7472
W9803,F,1997,W9803.1997,1997,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9310,V184106,W9310.1997,146,1998,-22.876,5.23,28,43,0.651162791,4,3.6492
W9804,F,1997,W9804.1997,1997,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9008,W9811,W9008.1997,147,1998,-23.166,4.81,27,43,0.627906977,4,4.1784
W9805,F,1997,W9805.1997,1997,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9008,W9811,W9008.1997,148,1998,-23.216,4.8,25,40,0.625,4,4.688
W9808,F,1997,W9808.1997,1997,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9306,UNKNOWN19,W9306.1997,150,1998,-23.226,4.51,24,42,0.571428571,4,4.6488
W9812,F,1997,W9812.1997,1997,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9308,W8807,W9308.1997,153,1998,-23.106,4.94,20,42,0.476190476,4,3.561
W9812,F,1997,W9812.1997,1997,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9308,W8807,W9308.1997,154,1998,-22.556,4.6,20,42,0.476190476,4,5.3642
W9812,F,1999,W9812.1999,1997,2,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9308,W8807,W9308.1997,225,2000,-22.602,5.34,63,55,1.145454545,6,3.8648
W9814,F,1997,W9814.1997,1997,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9308,W8807,W9308.1997,156,1998,-22.696,5.3,23,42,0.547619048,4,4.2274
W9814,F,2000,W9814.2000,1997,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,C,W9308,W8807,W9308.1997,245,2001,-22.8,4.57,67,54,1.240740741,4,4.3254
W9902,F,1998,W9902.1998,1998,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9208,UNKNOWN11,W9208.1998,170,1999,-22.874,5.94,45,46,0.97826087,4,3.2376
W9905,F,1998,W9905.1998,1998,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9904,V146007,W9904.1998,174,1999,-21.694,7.33,26,41,0.634146341,4,3.0122
W9908,F,1998,W9908.1998,1998,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9003,UNKNOWN19,W9003.1998,176,1999,-22.774,4.69,23,41.5,0.554216867,4,4.1294
W9908,F,1999,W9908.1999,1998,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9003,UNKNOWN19,W9003.1998,227,2000,-22.512,4.46,51,49,1.040816327,6,3.2964
W9910,F,1998,W9910.1998,1998,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W8808,02WW96,W8808.1998,177,1999,-22.844,5,27,50,0.54,6,4.3744
W9911,F,1998,W9911.1998,1998,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W8808,W9301,W8808.1998,178,1999,-22.994,4.92,22.5,38,0.592105263,4,4.4234
W9912,F,1998,W9912.1998,1998,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W8808,UNKNOWN02,W8808.1998,179,1999,-22.884,4.79,21,39,0.538461538,4,4.3058
W9913,F,1998,W9913.1998,1998,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9404,W9311,W9404.1998,180,1999,-22.974,4.34,23,40,0.575,4,4.1686
W9914,F,1998,W9914.1998,1998,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9404,W9311,W9404.1998,181,1999,-22.824,4.67,22,41,0.536585366,4,4.2568
W9919,F,1998,W9919.1998,1998,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W8906,W9807,W8906.1998,186,1999,-22.784,5.26,22,40,0.55,4,4.2372
W0018,F,2002,W0018.2002,1999,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9504,V235813,W9504.1999,334,2003,-22.516,4.78,88,58,1.517241379,4,4.5704
W0117,F,2000,W0117.2000,2000,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,NA,W8906,W9301,W8906.2000,249,2001,-21.95,5.64,18,39,0.461538462,4,4.9722
W0120,F,2001,W0120.2001,1999,2,NA,1,unknown,Sfem,0,unknown,unknown,N,unknown,NA,W9007,W0108,W9007.1999,286,2002,-23.028,4.12,58,52,1.115384615,4,3.8942
W0120,F,2002,W0120.2002,1999,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9007,W0108,W9007.1999,337,2003,-22.676,3.7,80,60,1.333333333,5,5.2368
W0208,F,2003,W0208.2003,2001,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0109,UNKNOWN03,W0109.2001,379,2004,-23.134,3.92,50,49,1.020408163,4,3.463
W0208,F,2004,W0208.2004,2001,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0109,UNKNOWN03,W0109.2001,419,2005,-22.852,3.95,65,53,1.226415094,5,4.8742
W0209,F,2003,W0209.2003,2001,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0109,W9701,W0109.2001,380,2004,-22.974,4.45,61,52.5,1.161904762,4,3.0024
W0209,F,2004,W0209.2004,2001,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0109,W9701,W0109.2001,420,2005,-23.202,4.94,71,56,1.267857143,4,3.8256
W0212,F,2004,W0212.2004,2001,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9307,W9701,W9307.2001,421,2005,-23.142,4.71,72,55,1.309090909,4,5.7268
W0212,F,2005,W0212.2005,2001,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9307,W9701,W9307.2001,452,2006,-23.26,5.16,93,60,1.55,4,3.1298
W0217,F,2003,W0217.2003,2001,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9403,UNKNOWN02,W9403.2001,382,2004,-23.294,4.22,45,46,0.97826087,4,3.4924
W0217,F,2004,W0217.2004,2001,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9403,UNKNOWN02,W9403.2001,422,2005,-23.902,4.21,53,53,1,4,4.1098
W0219,F,2004,W0219.2004,2001,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9008,W0202,W9008.2001,423,2005,-23.512,4.81,78,59,1.322033898,4,5.325
W0221,F,2001,W0221.2001,2001,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,NA,W9404,W9311,W9404.2001,307,2002,-23.178,4.46,23,40,0.575,4,5.1976
W0221,F,2004,W0221.2004,2001,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9404,W9311,W9404.2001,424,2005,-23.012,3.95,76,59,1.288135593,4,4.9036
W0223,F,2001,W0223.2001,2001,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,NA,W9404,W9505,W9404.2001,309,2002,-23.038,4.7,21,40,0.525,4,6.0306
W0229,F,2003,W0229.2003,1998,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,01WW09,W9921,01WW09.1998,383,2004,-22.664,4.65,98,60,1.633333333,4,2.4634
W0229,F,2004,W0229.2004,1998,6,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,01WW09,W9921,01WW09.1998,426,2005,-22.772,4.81,92,58,1.586206897,4,3.7864
W0303,F,2002,W0303.2002,2002,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,NA,W8906,W0012,W8906.2002,342,2003,-23.106,5.52,18,38,0.473684211,4,4.2372
W0303,F,2004,W0303.2004,2002,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W8906,W0012,W8906.2002,428,2005,-23.182,4.14,49,49,1,4,4.541
W0407,F,2005,W0407.2005,2003,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0234,W9401,W0234.2003,455,2006,-22.81,4.85,NA,51,NA,6,4.8546
W0410,F,2005,W0410.2005,2003,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9307,W9701,W9307.2003,456,2006,-23.36,4.51,54,49.5,1.090909091,4,4.933
W0410,F,2006,W0410.2006,2003,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9307,W9701,W9307.2003,488,2007,-23.378,4.71,72,58,1.24137931,4,2.777
W0411,F,2005,W0411.2005,2003,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9307,W9701,W9307.2003,457,2006,-23.34,4.92,60,51,1.176470588,4,3.4336
W0411,F,2006,W0411.2006,2003,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9307,W9701,W9307.2003,489,2007,-23.638,5.11,85,57,1.49122807,4,3.8746
W0415,F,2006,W0415.2006,2003,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9913,W0201,W9913.2003,490,2007,-22.648,4.39,74,57,1.298245614,5,2.6006
W0416,F,2006,W0416.2006,2003,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9913,W0423,W9913.2003,491,2007,-23.008,4.52,76,59,1.288135593,4,3.022
W0422,F,2005,W0422.2005,2003,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0004,W9401,W0004.2003,458,2006,-22.83,4.63,65,53,1.226415094,4,3.806
W0422,F,2006,W0422.2006,2003,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0004,W9401,W0004.2003,492,2007,-22.798,4.67,NA,61,NA,5,3.8452
W0422,F,2007,W0422.2007,2003,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0004,W9401,W0004.2003,526,2008,-22.706,4.62,83,61,1.360655738,4,3.57
W0422,F,2007,W0422.2007,2003,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0004,W9401,W0004.2003,526,2008,-22.706,4.62,83,61,1.360655738,4,3.57
W0422,F,2008,W0422.2008,2003,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0004,W9401,W0004.2003,741,2009,-22.704,4.18,82,62,1.322580645,4,8.8
W0503,F,2006,W0503.2006,2004,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9806,W0233,W9806.2004,493,2007,-22.998,4.74,63,56,1.125,4,4.6096
W0503,F,2007,W0503.2007,2004,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9806,W0233,W9806.2004,529,2008,-22.716,4.86,70,57,1.228070175,4,4.6488
W0507,F,2006,W0507.2006,2004,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W8906,W0230,W8906.2004,494,2007,-22.768,4.83,59,53.5,1.102803738,4,2.7182
W0507,F,2007,W0507.2007,2004,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W8906,W0230,W8906.2004,531,2008,-22.736,4.16,63,58,1.086206897,4,2.5908
W0605,F,2009,W0605.2009,2005,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0229,UNKNOWN11,W0229.2005,798,2010,-22.952,4.69,70,58.5,1.196581197,4,3.78
W0605,F,2010,W0605.2010,2005,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0229,UNKNOWN11,W0229.2005,672,2011,-22.69,4.74,73,57,1.280701754,4,5.61
W0605,F,2011,W0605.2011,2005,6,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0229,UNKNOWN11,W0229.2005,635,2012,-22.988,4.48,67,57,1.175438596,5,5.2
W0610,F,2007,W0610.2007,2005,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0425,UNKNOWN03,W0425.2005,532,2008,-22.636,4.01,28,44,0.636363636,4,2.9632
W0610,F,2008,W0610.2008,2005,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0425,UNKNOWN03,W0425.2005,745,2009,-22.874,4.36,45,46,0.97826087,4,16.43
W0610,F,2009,W0610.2009,2005,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0425,UNKNOWN03,W0425.2005,799,2010,-22.792,4.4,47,50,0.94,4,4.69
W0610,F,2009,W0610.2009,2005,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0425,UNKNOWN03,W0425.2005,801,2010,-23.142,4.31,47,50,0.94,4,5.52
W0610,F,2010,W0610.2010,2005,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0425,UNKNOWN03,W0425.2005,674,2011,-22.45,3.86,51,52,0.980769231,4,5.69
W0610,F,2011,W0610.2011,2005,6,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0425,UNKNOWN03,W0425.2005,636,2012,-22.778,4.81,61.5,52,1.182692308,5,5.26
