sampleID,BearID,pubname,year.sampled,year,bearyear.sampled,bearyear,sex,birth,age,repro,C13,N15,trophicpos,mass,headcirc,capturedate,Cmonth,cort.kit,cortisol,cortisol.kitcorrected,C13.suess,condition,fYEAR,fAGE
48,W9310,Sari,1996,1995,W9310_1996,W9310_1995,F,1992,4,SolitaryF,-22.39,4.68,2.85,85,59,35165,4,1,1.44,3.0612,-22.83,1.440677966,1995,4
44,W9208,Barka,1996,1995,W9208_1996,W9208_1995,F,1991,5,SolitaryF,-22.02,4.58,2.82,101,61.5,35166,4,1,1.92,3.5316,-22.46,1.642276423,1995,5
63,W9602,Myra,1996,1995,W9602_1996,W9602_1995,F,1995,1,WithMother,-22.48,4.86,2.9,18,39,35167,4,1,2.8,4.394,-22.92,0.461538462,1995,1
46,W9307,Tippa,1996,1995,W9307_1996,W9307_1995,F,1992,4,SolitaryF,-22.39,4.47,2.79,70,55,35168,4,1,2.13,3.7374,-22.83,1.272727273,1995,4
37,W8811,Mossihonan,1996,1995,W8811_1996,W8811_1995,F,1978,18,WithCubs,-22.18,4.69,2.85,102,64,35174,4,1,3.57,5.1486,-22.62,1.59375,1995,18
64,W9603,Mossi_k4:1,1996,1995,W9603_1996,W9603_1995,M,1995,1,WithMother,-22.69,5.11,2.97,26.5,41,35174,4,1,2.65,4.247,-23.13,0.646341463,1995,1
41,W9008,Rensjöhonan,1996,1995,W9008_1996,W9008_1995,F,1986,10,WithCubs,-23.01,3.26,2.43,95,60,35175,4,1,3.06,4.6488,-23.45,1.583333333,1995,10
43,W9207,Koska,1996,1995,W9207_1996,W9207_1995,F,1991,5,WithCubs,-23,3.54,2.51,76,56,35175,4,1,3,4.59,-23.44,1.357142857,1995,5
52,W9404,Börrine,1996,1995,W9404_1996,W9404_1995,F,1993,3,SolitaryF,-22.23,3.73,2.57,68,53,35175,4,1,1.52,3.1396,-22.67,1.283018868,1995,3
66,W9606,Koska_k1:1,1996,1995,W9606_1996,W9606_1995,F,1995,1,WithMother,-23.22,4.67,2.84,21,41,35175,4,1,2.92,4.5116,-23.66,0.512195122,1995,1
67,W9607,Koska_k1:2,1996,1995,W9607_1996,W9607_1995,F,1995,1,WithMother,-23.12,4.54,2.81,21,40,35175,4,1,2.73,4.3254,-23.56,0.525,1995,1
68,W9608,Granfjällbjörn,1996,1995,W9608_1996,W9608_1995,M,1995,1,WithMother,-23.31,3.79,2.59,24,40,35175,4,1,3.25,4.835,-23.75,0.6,1995,1
69,W9609,Syndalsbjörn,1996,1995,W9609_1996,W9609_1995,M,1995,1,WithMother,-23.17,3.87,2.61,23,40,35175,4,1,3.55,5.129,-23.61,0.575,1995,1
70,W9610,Öjskogsbjörn,1996,1995,W9610_1996,W9610_1995,M,1995,1,WithMother,-23.15,3.99,2.64,26,42,35175,4,1,4.11,5.6778,-23.59,0.619047619,1995,1
36,W8808,Noppihonan,1996,1995,W8808_1996,W8808_1995,F,1981,15,WithCubs,-22.55,3.92,2.62,94,62,35176,4,1,3.07,4.6586,-22.99,1.516129032,1995,15
71,W9612,Hauku,1996,1995,W9612_1996,W9612_1995,M,1995,1,WithMother,-22.72,4.8,2.88,28,43,35176,4,1,2.54,4.1392,-23.16,0.651162791,1995,1
72,W9613,Tikka,1996,1995,W9613_1996,W9613_1995,F,1995,1,WithMother,-22.93,4.44,2.78,26,43,35176,4,1,3.96,5.5308,-23.37,0.604651163,1995,1
38,W8905,Björnbergshonan,1996,1995,W8905_1996,W8905_1995,F,1987,9,WithCubs,-22.22,4.29,2.73,85,59,35177,4,1,2.78,4.3744,-22.66,1.440677966,1995,9
57,W9507,Riga,1996,1995,W9507_1996,W9507_1995,F,1994,2,SolitaryF,-22.76,3.64,2.54,28,42,35177,4,1,3.36,4.9428,-23.2,0.666666667,1995,2
73,W9614,Vässin,1996,1995,W9614_1996,W9614_1995,M,1995,1,WithMother,-22.43,4.83,2.89,25,40,35177,4,1,3.4,4.982,-22.87,0.625,1995,1
74,W9615,Keiko,1996,1995,W9615_1996,W9615_1995,F,1995,1,WithMother,-22.51,4.48,2.79,21,39.5,35177,4,1,4.2,5.766,-22.95,0.53164557,1995,1
51,W9403,Grivla,1996,1995,W9403_1996,W9403_1995,F,1993,3,SolitaryF,-22.69,3.96,2.64,52,50,35178,4,1,1.99,3.6002,-23.13,1.04,1995,3
55,W9504,Donna,1996,1995,W9504_1996,W9504_1995,F,1994,2,SolitaryF,-22.36,4.52,2.8,35,46.5,35187,5,1,2.15,3.757,-22.8,0.752688172,1995,2
47,W9308,Järva,1996,1995,W9308_1996,W9308_1995,F,1988,8,SolitaryF,-22.15,5.17,2.99,109,63,35254,7,1,1.08,2.7084,-22.59,1.73015873,1995,8
45,W9306,Ava,1996,1995,W9306_1996,W9306_1995,F,1992,4,SolitaryF,-22.18,4.36,2.75,90,58,35255,7,1,0.88,2.5124,-22.62,1.551724138,1995,4
61,W9511,Riita,1996,1995,W9511_1996,W9511_1995,F,1985,11,SolitaryF,-22.06,4.23,2.71,99,62,35255,7,1,1.09,2.7182,-22.5,1.596774194,1995,11
12,W9307,Tippa,1997,1996,W9307_1997,W9307_1996,F,1992,5,SolitaryF,-22.7,4.79,2.88,63,57,35528,4,1,2.03,3.6394,-23.118,1.105263158,1996,5
6,W8906,Tunturihonan,1997,1996,W8906_1997,W8906_1996,F,1981,16,WithCubs,-22.63,4.44,2.78,118,65,35535,4,1,2.01,3.6198,-23.048,1.815384615,1996,16
16,W9403,Grivla,1997,1996,W9403_1997,W9403_1996,F,1993,4,SolitaryF,-22.14,4.55,2.81,77,54,35535,4,1,0.55,2.189,-22.558,1.425925926,1996,4
30,W9701,Bjoke,1997,1996,W9701_1997,W9701_1996,M,1996,1,WithMother,-23,4.77,2.87,35.5,39,35535,4,1,3.58,5.1584,-23.418,0.91025641,1996,1
31,W9702,Grane,1997,1996,W9702_1997,W9702_1996,M,1996,1,WithMother,-23.01,4.88,2.91,35,40,35535,4,1,2.94,4.5312,-23.428,0.875,1996,1
4,W8904,Täxåshonan,1997,1996,W8904_1997,W8904_1996,F,1987,10,WithCubs,-22.63,5.13,2.98,100,62,35536,4,1,1.95,3.561,-23.048,1.612903226,1996,10
7,W9003,Jöllmyrshonan,1997,1996,W9003_1997,W9003_1996,F,1989,8,WithCubs,-22.31,5.03,2.95,103,59,35536,4,1,2.03,3.6394,-22.728,1.745762712,1996,8
24,W9601,Jölla,1997,1996,W9601_1997,W9601_1996,F,1995,2,SolitaryF,-22.21,5.13,2.98,41,46,35536,4,1,1.37,2.9926,-22.628,0.891304348,1996,2
25,W9602,Myra,1997,1996,W9602_1997,W9602_1996,F,1995,2,SolitaryF,-21.86,5.12,2.98,45,45,35536,4,1,0.67,2.3066,-22.278,1,1996,2
32,W9703,Tekla,1997,1996,W9703_1997,W9703_1996,F,1996,1,WithMother,-22.19,5.85,3.19,37,43,35536,4,1,2.14,3.7472,-22.608,0.860465116,1996,1
11,W9208,Barka,1997,1996,W9208_1997,W9208_1996,F,1991,6,WithCubs,-22.44,5.37,3.05,99,59,35537,4,1,2.03,3.6394,-22.858,1.677966102,1996,6
33,W9704,Bamse,1997,1996,W9704_1997,W9704_1996,M,1996,1,WithMother,-22.61,5.66,3.14,43,45,35537,4,1,2.01,3.6198,-23.028,0.955555556,1996,1
34,W9705,Björe,1997,1996,W9705_1997,W9705_1996,M,1996,1,WithMother,-22.43,5.52,3.09,34,43.5,35537,4,1,1.22,2.8456,-22.848,0.781609195,1996,1
3,W8811,Mossihonan,1997,1996,W8811_1997,W8811_1996,F,1978,19,WithCubs,-22.17,4.99,2.94,104,62,35548,4,1,1.9,3.512,-22.588,1.677419355,1996,19
8,W9101,Griffel,1997,1996,W9101_1997,W9101_1996,F,1990,7,SolitaryF,-22.38,4.66,2.84,80,55,35548,4,1,0.65,2.287,-22.798,1.454545455,1996,7
26,W9605,Pila,1997,1996,W9605_1997,W9605_1996,F,1995,2,WithMother,-21.92,4.81,2.89,53,47,35548,4,1,0.68,2.3164,-22.338,1.127659574,1996,2
21,W9507,Riga,1997,1996,W9507_1997,W9507_1996,F,1994,3,SolitaryF,-22.3,4.36,2.75,43,44,35549,4,1,1.62,3.2376,-22.718,0.977272727,1996,3
5,W8905,Björnbergshonan,1997,1996,W8905_1997,W8905_1996,F,1987,10,SolitaryF,-22.44,4.98,2.94,90,58,35611,6,1,0.77,2.4046,-22.858,1.551724138,1996,10
17,W9404,Börrine,1997,1996,W9404_1997,W9404_1996,F,1993,4,SolitaryF,-22.45,4.23,2.71,83.5,56,35611,6,1,1.04,2.6692,-22.868,1.491071429,1996,4
18,W9504,Donna,1997,1996,W9504_1997,W9504_1996,F,1994,3,SolitaryF,-22.38,4.8,2.88,76,NA,35611,6,1,1.83,3.4434,-22.798,NA,1996,3
2,W8808,Noppihonan,1997,1996,W8808_1997,W8808_1996,F,1981,16,SolitaryF,-22.34,4.19,2.7,111,62,35612,7,1,0.73,2.3654,-22.758,1.790322581,1996,16
15,W9402,Kanga,1997,1996,W9402_1997,W9402_1996,F,1993,4,SolitaryF,-22.35,5.73,3.16,79,55,35612,7,1,0.68,2.3164,-22.768,1.436363636,1996,4
136,W9601,Jölla,1998,1997,W9601_1998,W9601_1997,F,1995,3,SolitaryF,-22.59,4.87,2.9,72,54,35893,4,1,1.47,3.0906,-22.986,1.333333333,1997,3
125,W9101,Griffel,1998,1997,W9101_1998,W9101_1997,F,1990,8,WithCubs,-22.81,4.09,2.67,95,62,35899,4,1,2.03,3.6394,-23.206,1.532258065,1997,8
144,W9801,Lohos,1998,1997,W9801_1998,W9801_1997,M,1997,1,WithMother,-22.86,4.63,2.83,25.5,41,35899,4,1,2.75,4.345,-23.256,0.62195122,1997,1
124,W9008,Rensjöhonan,1998,1997,W9008_1998,W9008_1997,F,1986,12,WithCubs,-22.96,3.92,2.62,102,62,35900,4,1,2.03,3.6394,-23.356,1.64516129,1997,12
130,W9310,Sari,1998,1997,W9310_1998,W9310_1997,F,1992,6,WithCubs,-22.15,3.99,2.64,90,62,35900,4,1,1.75,3.365,-22.546,1.451612903,1997,6
146,W9803,Nita,1998,1997,W9803_1998,W9803_1997,F,1997,1,WithMother,-22.48,5.23,3.01,28,43,35900,4,1,2.04,3.6492,-22.876,0.651162791,1997,1
147,W9804,Borregaard,1998,1997,W9804_1998,W9804_1997,F,1997,1,WithMother,-22.77,4.81,2.89,27,43,35900,4,1,2.58,4.1784,-23.166,0.627906977,1997,1
148,W9805,Rensjö_k5:2,1998,1997,W9805_1998,W9805_1997,F,1997,1,WithMother,-22.82,4.8,2.88,25,40,35900,4,1,3.1,4.688,-23.216,0.625,1997,1
128,W9306,Ava,1998,1997,W9306_1998,W9306_1997,F,1992,6,WithCubs,-22.49,3.8,2.59,84,58,35903,4,1,1.7,3.316,-22.886,1.448275862,1997,6
150,W9808,Eja,1998,1997,W9808_1998,W9808_1997,F,1997,1,WithMother,-22.83,4.51,2.8,24,42,35903,4,1,3.06,4.6488,-23.226,0.571428571,1997,1
151,W9809,Åmyn,1998,1997,W9809_1998,W9809_1997,M,1997,1,WithMother,-22.77,4.38,2.76,25,43,35903,4,1,2.47,4.0706,-23.166,0.581395349,1997,1
129,W9308,Järva,1998,1997,W9308_1998,W9308_1997,F,1988,10,WithCubs,-22.29,4.26,2.72,95,63,35912,4,1,2.64,4.2372,-22.686,1.507936508,1997,10
134,W9507,Riga,1998,1997,W9507_1998,W9507_1997,F,1994,4,SolitaryF,-22.33,4.37,2.76,65,54,35912,4,1,1.14,2.7672,-22.726,1.203703704,1997,4
137,W9605,Pila,1998,1997,W9605_1998,W9605_1997,F,1995,3,SolitaryF,-21.7,6.16,3.28,64,57,35912,4,1,0.8,2.434,-22.096,1.122807018,1997,3
153,W9812,Moa,1998,1997,W9812_1998,W9812_1997,F,1997,1,WithMother,-22.71,4.94,2.92,20,42,35912,4,1,1.95,3.561,-23.106,0.476190476,1997,1
154,W9812,Moa,1998,1997,W9812_1998,W9812_1997,F,1997,1,WithMother,-22.16,4.6,2.82,20,42,35912,4,1,3.79,5.3642,-22.556,0.476190476,1997,1
155,W9813,Amos,1998,1997,W9813_1998,W9813_1997,M,1997,1,WithMother,-22.28,5.29,3.03,29,44,35912,4,1,2.63,4.2274,-22.676,0.659090909,1997,1
156,W9814,Bella,1998,1997,W9814_1998,W9814_1997,F,1997,1,WithMother,-22.3,5.3,3.03,23,42,35912,4,1,2.63,4.2274,-22.696,0.547619048,1997,1
170,W9902,Torpa,1999,1998,W9902_1999,W9902_1998,F,1998,1,WithMother,-22.5,5.94,3.22,45,46,36260,4,1,1.62,3.2376,-22.874,0.97826087,1998,1
167,W9806,Femma,1999,1998,W9806_1999,W9806_1998,F,1996,3,SolitaryF,-22.25,4.54,2.81,62,54,36261,4,1,2.94,4.5312,-22.624,1.148148148,1998,3
160,W9003,Jöllmyrshonan,1999,1998,W9003_1999,W9003_1998,F,1989,10,WithCubs,-22.56,4.41,2.77,104,61,36262,4,1,1.88,3.4924,-22.934,1.704918033,1998,10
164,W9507,Riga,1999,1998,W9507_1999,W9507_1998,F,1994,5,SolitaryF,-22.07,4.74,2.86,82,59,36262,4,1,1.77,3.3846,-22.444,1.389830508,1998,5
173,W9904,Flena,1999,1998,W9904_1999,W9904_1998,F,1994,5,WithCubs,-21.7,5.21,3,111,60,36262,4,1,1.22,2.8456,-22.074,1.85,1998,5
174,W9905,Våna,1999,1998,W9905_1999,W9905_1998,F,1998,1,WithMother,-21.32,7.33,3.63,26,41,36262,4,1,1.39,3.0122,-21.694,0.634146341,1998,1
175,W9907,Jöllmyr_k3:1,1999,1998,W9907_1999,W9907_1998,M,1998,1,WithMother,-22.11,4.86,2.9,29,42,36262,4,1,1.39,3.0122,-22.484,0.69047619,1998,1
176,W9908,Sussi,1999,1998,W9908_1999,W9908_1998,F,1998,1,WithMother,-22.4,4.69,2.85,23,41.5,36262,4,1,2.53,4.1294,-22.774,0.554216867,1998,1
157,W8808,Noppihonan,1999,1998,W8808_1999,W8808_1998,F,1981,18,WithCubs,-22.4,4.21,2.71,90,61,36269,4,1,3.49,5.0702,-22.774,1.475409836,1998,18
178,W9911,Sika,1999,1998,W9911_1999,W9911_1998,F,1998,1,WithMother,-22.62,4.92,2.92,22.5,38,36269,4,1,2.83,4.4234,-22.994,0.592105263,1998,1
179,W9912,Noppi_k7:3,1999,1998,W9912_1999,W9912_1998,F,1998,1,WithMother,-22.51,4.79,2.88,21,39,36269,4,1,2.71,4.3058,-22.884,0.538461538,1998,1
162,W9404,Börrine,1999,1998,W9404_1999,W9404_1998,F,1993,6,WithCubs,-22.58,4.05,2.66,89,57,36270,4,1,2.73,4.3254,-22.954,1.561403509,1998,6
180,W9913,Strandli,1999,1998,W9913_1999,W9913_1998,F,1998,1,WithMother,-22.6,4.34,2.75,23,40,36270,4,1,2.57,4.1686,-22.974,0.575,1998,1
181,W9914,Gira,1999,1998,W9914_1999,W9914_1998,F,1998,1,WithMother,-22.45,4.67,2.84,22,41,36270,4,1,2.66,4.2568,-22.824,0.536585366,1998,1
182,W9915,Börrine_k3:3,1999,1998,W9915_1999,W9915_1998,M,1998,1,WithMother,-22.53,4.31,2.74,26,42,36270,4,1,1.66,3.2768,-22.904,0.619047619,1998,1
159,W8906,Tunturihonan,1999,1998,W8906_1999,W8906_1998,F,1981,18,WithCubs,-22.48,4.82,2.89,110,66,36271,4,1,2.74,4.3352,-22.854,1.666666667,1998,18
185,W9918,Ajto,1999,1998,W9918_1999,W9918_1998,M,1998,1,WithMother,-22.36,5.1,2.97,26,41,36271,4,1,2.52,4.1196,-22.734,0.634146341,1998,1
186,W9919,Milla,1999,1998,W9919_1999,W9919_1998,F,1998,1,WithMother,-22.41,5.26,3.02,22,40,36271,4,1,2.64,4.2372,-22.784,0.55,1998,1
187,W9920,Alan,1999,1998,W9920_1999,W9920_1998,M,1998,1,WithMother,-22.41,5.07,2.96,23,40,36271,4,1,1.95,3.561,-22.784,0.575,1998,1
158,W8811,Mossihonan,1999,1998,W8811_1999,W8811_1998,F,1978,21,SolitaryF,-22.23,6.1,3.26,140,64,36273,4,1,1.8,3.414,-22.604,2.1875,1998,21
177,W9910,Hinsa,1999,1998,W9910_1999,W9910_1998,F,1998,1,WithMother,-22.47,5,2.94,27,50,36338,6,1,2.78,4.3744,-22.844,0.54,1998,1
234,W0004,Öda,2000,1999,W0004_2000,W0004_1999,F,1994,6,WithCubs,-22.3,4.62,2.83,95,59,36626,4,1,3.43,5.0114,-22.652,1.610169492,1999,6
235,W0005,Öda_k1:1,2000,1999,W0005_2000,W0005_1999,M,1999,1,WithMother,-22.47,5.44,3.07,45,46,36626,4,1,2.77,4.3646,-22.822,0.97826087,1999,1
236,W0006,Sari_k2:1,2000,1999,W0006_2000,W0006_1999,M,1999,1,WithMother,-22.76,4.73,2.86,32,40,36630,4,1,3.73,5.3054,-23.112,0.8,1999,1
237,W0007,Sari_k2:2,2000,1999,W0007_2000,W0007_1999,M,1999,1,WithMother,-22.75,4.76,2.87,38,43,36630,4,1,2.98,4.5704,-23.102,0.88372093,1999,1
189,W0008,Vana,2000,1999,W0008_2000,W0008_1999,F,1999,1,WithMother,-22.93,4.65,2.84,32,40,36630,4,1,2.56,4.1588,-23.282,0.8,1999,1
190,W0009,Binna_k1:1,2000,1999,W0009_2000,W0009_1999,M,1999,1,WithMother,-22.72,5.83,3.19,37,39.5,36630,4,1,2.19,3.7962,-23.072,0.936708861,1999,1
220,W9310,Sari,2000,1999,W9310_2000,W9310_1999,F,1992,8,WithCubs,-22.55,3.87,2.61,100,60,36630,4,1,2.72,4.3156,-22.902,1.666666667,1999,8
222,W9502,Binna,2000,1999,W9502_2000,W9502_1999,F,1994,6,WithCubs,-22.44,4.97,2.93,104,63,36630,4,1,2.27,3.8746,-22.792,1.650793651,1999,6
200,W0010,Hirva,2000,1999,W0010_2000,W0010_1999,F,1999,1,WithMother,-22.8,5.23,3.01,30,38.5,36631,4,1,2.54,4.1392,-23.152,0.779220779,1999,1
201,W0011,Grivla_k1:2,2000,1999,W0011_2000,W0011_1999,M,1999,1,WithMother,-22.81,5.21,3,32,39,36631,4,1,2.19,3.7962,-23.162,0.820512821,1999,1
221,W9403,Grivla,2000,1999,W9403_2000,W9403_1999,F,1993,7,WithCubs,-22.28,4.89,2.91,102,58,36631,4,1,2.34,3.9432,-22.632,1.75862069,1999,7
204,W0014,Täxås_k6:1,2000,1999,W0014_2000,W0014_1999,M,1999,1,WithMother,-22.67,5.84,3.19,42,45,36632,4,1,1.88,3.4924,-23.022,0.933333333,1999,1
215,W8904,Täxåshonan,2000,1999,W8904_2000,W8904_1999,F,1987,13,WithCubs,-22.42,5.17,2.99,107,60,36632,4,1,2.44,4.0412,-22.772,1.783333333,1999,13
205,W0015,Tälla,2000,1999,W0015_2000,W0015_1999,F,1999,1,WithMother,-22.59,5.72,3.15,36,41.5,36633,4,1,1.82,3.4336,-22.942,0.86746988,1999,1
224,W9806,Femma,2000,1999,W9806_2000,W9806_1999,F,1996,4,SolitaryF,-22.19,4.86,2.9,NA,58,36633,4,1,8.37,9.8526,-22.542,NA,1999,4
207,W0017,Kataja,2000,1999,W0017_2000,W0017_1999,M,1999,1,WithMother,-22.87,5.05,2.96,30,38,36643,4,1,2.19,3.7962,-23.222,0.789473684,1999,1
219,W9307,Tippa,2000,1999,W9307_2000,W9307_1999,F,1992,8,WithCubs,-22.55,4.77,2.87,89,59,36643,4,1,3.29,4.8742,-22.902,1.508474576,1999,8
208,W0018,Tuva,2000,1999,W0018_2000,W0018_1999,F,1999,1,WithMother,-22.64,5.75,3.16,27,38,36644,4,1,2.32,3.9236,-22.992,0.710526316,1999,1
209,W0019,Leta,2000,1999,W0019_2000,W0019_1999,F,1999,1,WithMother,-22.52,5.66,3.14,24,37,36644,4,1,2.12,3.7276,-22.872,0.648648649,1999,1
210,W0020,Spana,2000,1999,W0020_2000,W0020_1999,F,1999,1,WithMother,-22.6,5.69,3.14,24,36,36644,4,1,3.35,4.933,-22.952,0.666666667,1999,1
834,W0021,Tangå,2000,1999,W0021_2000,W0021_1999,F,1999,1,WithMother,-22.9,4.6,2.82,30,40,36644,4,2,7.45,7.45,-23.252,0.75,1999,1
835,W0022,Rensjö_k6:2,2000,1999,W0022_2000,W0022_1999,M,1999,1,WithMother,-22.7,4.67,2.84,30,39,36644,4,2,12.57,12.57,-23.052,0.769230769,1999,1
836,W0023,Rensjö_k6:3,2000,1999,W0023_2000,W0023_1999,M,1999,1,WithMother,-22.91,4.71,2.86,28,38,36644,4,2,5.7,5.7,-23.262,0.736842105,1999,1
211,W0024,Mossi_k5:1,2000,1999,W0024_2000,W0024_1999,M,1999,1,WithMother,-22.41,5.4,3.06,36,42,36644,4,1,2.63,4.2274,-22.762,0.857142857,1999,1
833,W9008,Rensjöhonan,2000,1999,W9008_2000,W9008_1999,F,1986,14,WithCubs,-22.9,3.92,2.62,111,61,36644,4,2,5.42,5.42,-23.252,1.819672131,1999,14
223,W9504,Donna,2000,1999,W9504_2000,W9504_1999,F,1994,6,WithCubs,-22.39,4.99,2.94,82,57,36644,4,1,3.1,4.688,-22.742,1.438596491,1999,6
225,W9812,Moa,2000,1999,W9812_2000,W9812_1999,F,1997,3,SolitaryF,-22.25,5.34,3.04,63,55,36690,6,1,2.26,3.8648,-22.602,1.145454545,1999,3
