sampleID,BearID,pubname,year.sampled,year,bearyear.sampled,bearyear,sex,birth,age,repro,C13,N15,trophicpos,mass,headcirc,capturedate,Cmonth,cort.kit,cortisol,cortisol.kitcorrected,C13.suess,condition,fYEAR,fAGE
798,W0605,Sälga,2010,2009,W0605_2010,W0605_2009,F,2005,5,SolitaryF,-22.82,4.69,2.85,70,58.5,40295,4,2,3.78,3.78,-22.952,1.196581197,2009,5
803,W0622,Skarva,2010,2009,W0622_2010,W0622_2009,F,2005,5,SolitaryF,-23.23,3.95,2.63,98,63,40295,4,2,4.67,4.67,-23.362,1.555555556,2009,5
843,W0706,Brända,2010,2009,W0706_2010,W0706_2009,F,2006,4,SolitaryF,-23,4.27,2.73,61,56,40295,4,2,5.43,5.43,-23.132,1.089285714,2009,4
793,W0219,Ljöra,2010,2009,W0219_2010,W0219_2009,F,2001,9,SolitaryF,-23.5,4.9,2.91,84,63,40318,5,2,8.4,8.4,-23.632,1.333333333,2009,9
855,W0820,Åsanissa,2010,2009,W0820_2010,W0820_2009,F,2007,3,SolitaryF,-22.65,4.1,2.68,55,51,40351,6,2,12.34,12.34,-22.782,1.078431373,2009,3
666,W0217,Silina,2011,2010,W0217_2011,W0217_2010,F,2001,10,WithCubs,-22.96,4.5,2.79,68,57,40651,4,2,15,15,-23.07,1.192982456,2010,10
668,W0303,Näcka,2011,2010,W0303_2011,W0303_2010,F,2002,9,WithCubs,-22.18,4.62,2.83,74,56,40651,4,2,7.03,7.03,-22.29,1.321428571,2010,9
672,W0605,Sälga,2011,2010,W0605_2011,W0605_2010,F,2005,6,SolitaryF,-22.58,4.74,2.86,73,57,40651,4,2,5.61,5.61,-22.69,1.280701754,2010,6
700,W1101,Bäker,2011,2010,W1101_2011,W1101_2010,M,2010,1,WithMother,-22.44,4.56,2.81,12,38,40651,4,2,8.52,8.52,-22.55,0.315789474,2010,1
701,W1102,Slådå,2011,2010,W1102_2011,W1102_2010,M,2010,1,WithMother,-22.4,4.74,2.86,15.5,39.5,40651,4,2,8.12,8.12,-22.51,0.392405063,2010,1
702,W1103,Kivi,2011,2010,W1103_2011,W1103_2010,M,2010,1,WithMother,-23.3,5.18,2.99,14,38,40651,4,2,8.1,8.1,-23.41,0.368421053,2010,1
681,W0720,Rådika,2011,2010,W0720_2011,W0720_2010,F,2000,11,WithCubs,-22.76,4.65,2.84,56,56,40652,4,2,10.03,10.03,-22.87,1,2010,11
696,W1005,Mäki,2011,2010,W1005_2011,W1005_2010,M,2009,2,WithMother,-22.82,4.4,2.76,22,39,40652,4,2,7.11,7.11,-22.93,0.564102564,2010,2
697,W1006,Mylly,2011,2010,W1006_2011,W1006_2010,F,2009,2,WithMother,-22.87,4.5,2.79,23,45.5,40652,4,2,7.84,7.84,-22.98,0.505494505,2010,2
684,W0806,Kyllan,2011,2010,W0806_2011,W0806_2010,F,2007,4,SolitaryF,-22.57,4.59,2.82,51,51,40653,4,2,9.63,9.63,-22.68,1,2010,4
688,W0818,Ellen,2011,2010,W0818_2011,W0818_2010,F,2007,4,SolitaryF,-22.15,4.03,2.66,48,50,40653,4,2,6.11,6.11,-22.26,0.96,2010,4
689,W0820,Åsanissa,2011,2010,W0820_2011,W0820_2010,F,2007,4,SolitaryF,-22.4,4.14,2.69,57,53.5,40653,4,2,7.69,7.69,-22.51,1.065420561,2010,4
703,W1104,Bjura,2011,2010,W1104_2011,W1104_2010,F,2010,1,WithMother,-22.4,4.7,2.85,16,39,40653,4,2,10.2,10.2,-22.51,0.41025641,2010,1
704,W1105,Nysloga,2011,2010,W1105_2011,W1105_2010,F,2010,1,WithMother,-22.41,4.46,2.78,17,38.5,40653,4,2,9.67,9.67,-22.52,0.441558442,2010,1
664,W9615,Keiko,2011,2010,W9615_2011,W9615_2010,F,1995,16,WithCubs,-22.15,4.61,2.83,90,58,40653,4,2,12.77,12.77,-22.26,1.551724138,2010,16
669,W0326,Gälla,2011,2010,W0326_2011,W0326_2010,F,1993,18,WithCubs,-22.56,4.4,2.76,82,60,40659,4,2,12.36,12.36,-22.67,1.366666667,2010,18
671,W0517,Balsa,2011,2010,W0517_2011,W0517_2010,F,2001,10,WithCubs,-22.06,4.26,2.72,58,54,40659,4,2,11.05,11.05,-22.17,1.074074074,2010,10
705,W1106,Välinga,2011,2010,W1106_2011,W1106_2010,F,2010,1,WithMother,-22.38,4.66,2.84,10,36,40659,4,2,14.14,14.14,-22.49,0.277777778,2010,1
706,W1107,Balsa_k3:2,2011,2010,W1107_2011,W1107_2010,M,2010,1,WithMother,-22.38,4.43,2.77,11,39,40659,4,2,9.8,9.8,-22.49,0.282051282,2010,1
707,W1108,Gälla_k3:1,2011,2010,W1108_2011,W1108_2010,M,2010,1,WithMother,-22.65,4.54,2.81,13.5,39,40659,4,2,13.37,13.37,-22.76,0.346153846,2010,1
708,W1109,Gälla_k3:2,2011,2010,W1109_2011,W1109_2010,M,2010,1,WithMother,-22.66,4.53,2.8,17,40,40659,4,2,11.99,11.99,-22.77,0.425,2010,1
709,W1110,Strandas,2011,2010,W1110_2011,W1110_2010,F,2010,1,WithMother,-22.62,4.51,2.8,14,39.5,40659,4,2,12.01,12.01,-22.73,0.35443038,2010,1
670,W0425,Komola,2011,2010,W0425_2011,W0425_2010,F,2000,11,WithCubs,-22.82,4.18,2.7,65.4,57,40660,4,2,9.74,9.74,-22.93,1.147368421,2010,11
674,W0610,Ruta,2011,2010,W0610_2011,W0610_2010,F,2005,6,SolitaryF,-22.34,3.86,2.61,51,52,40660,4,2,5.69,5.69,-22.45,0.980769231,2010,6
675,W0611,Påska,2011,2010,W0611_2011,W0611_2010,F,2005,6,SolitaryF,-22.28,4.63,2.83,55,51,40660,4,2,5.83,5.83,-22.39,1.078431373,2010,6
710,W1111,Komola_k3:3,2011,2010,W1111_2011,W1111_2010,F,2010,1,WithMother,-22.92,4.41,2.77,8,36,40660,4,2,11.45,11.45,-23.03,0.222222222,2010,1
667,W0219,Ljöra,2011,2010,W0219_2011,W0219_2010,F,2001,10,WithCubs,-23.26,4.58,2.82,80,61,40661,4,2,10.76,10.76,-23.37,1.31147541,2010,10
676,W0621,Stöa,2011,2010,W0621_2011,W0621_2010,F,2005,6,SolitaryF,-22.76,4.57,2.81,83,60,40661,4,2,7.05,7.05,-22.87,1.383333333,2010,6
677,W0623,Verva,2011,2010,W0623_2011,W0623_2010,F,2005,6,WithCubs,-23.11,4.4,2.76,70,57,40661,4,2,10.91,10.91,-23.22,1.228070175,2010,6
711,W1112,Horrmunda,2011,2010,W1112_2011,W1112_2010,F,2010,1,WithMother,-23.13,4.94,2.92,18.5,40.5,40661,4,2,10.33,10.33,-23.24,0.456790123,2010,1
712,W1113,Ljöra_k4:2,2011,2010,W1113_2011,W1113_2010,M,2010,1,WithMother,-23.06,5,2.94,11.4,37,40661,4,2,12.07,12.07,-23.17,0.308108108,2010,1
713,W1114,Ljöra_k4:3,2011,2010,W1114_2011,W1114_2010,F,2010,1,WithMother,-23.15,4.08,2.67,14,38,40661,4,2,10.81,10.81,-23.26,0.368421053,2010,1
678,W0703,Hapa,2011,2010,W0703_2011,W0703_2010,F,2006,5,SolitaryF,-22.86,4.81,2.89,74,56,40673,5,2,4.3,4.3,-22.97,1.321428571,2010,5
648,W0825,Galju,2012,2011,W0825_2012,W0825_2011,F,2007,5,SolitaryF,-23.21,4.11,2.68,49.5,51,41023,4,2,6.06,6.06,-23.298,0.970588235,2011,5
643,W0806,Kyllan,2012,2011,W0806_2012,W0806_2011,F,2007,5,SolitaryF,-22.73,4.49,2.79,67,54,41024,4,2,6.74,6.74,-22.818,1.240740741,2011,5
649,W0904,Trulla,2012,2011,W0904_2012,W0904_2011,F,2008,4,SolitaryF,-22.76,4.99,2.94,63,52,41025,4,2,4.39,4.39,-22.848,1.211538462,2011,4
646,W0818,Ellen,2012,2011,W0818_2012,W0818_2011,F,2007,5,SolitaryF,-22.61,4.3,2.74,54.5,53,41026,4,2,6.01,6.01,-22.698,1.028301887,2011,5
647,W0820,Åsanissa,2012,2011,W0820_2012,W0820_2011,F,2007,5,SolitaryF,-22.91,4.26,2.72,62,55,41026,4,2,4.79,4.79,-22.998,1.127272727,2011,5
634,W0104,Abborrgina,2012,2011,W0104_2012,W0104_2011,F,2000,12,WithCubs,-22.88,4.33,2.74,78,60,41031,5,2,9.39,9.39,-22.968,1.3,2011,12
640,W0716,Spjuta,2012,2011,W0716_2012,W0716_2011,F,2001,11,WithCubs,-23.02,4.49,2.79,87,60,41031,5,2,6.38,6.38,-23.108,1.45,2011,11
658,W1204,Kil-kalle,2012,2011,W1204_2012,W1204_2011,M,2011,1,WithMother,-23.68,5.57,3.11,18.5,37,41031,5,2,11.18,11.18,-23.768,0.5,2011,1
659,W1205,Klummy,2012,2011,W1205_2012,W1205_2011,F,2011,1,WithMother,-23.24,5.79,3.17,20,40,41031,5,2,10.08,10.08,-23.328,0.5,2011,1
660,W1206,Klumpa,2012,2011,W1206_2012,W1206_2011,F,2011,1,WithMother,-23.14,5.47,3.08,22.5,40.5,41031,5,2,9.33,9.33,-23.228,0.555555556,2011,1
638,W0620,Tvåska,2012,2011,W0620_2012,W0620_2011,F,2005,7,WithCubs,-22.77,4.42,2.77,79,63,41032,5,2,8,8,-22.858,1.253968254,2011,7
661,W1207,Linde,2012,2011,W1207_2012,W1207_2011,M,2011,1,WithMother,-23.39,5.38,3.05,20,42,41032,5,2,10.11,10.11,-23.478,0.476190476,2011,1
635,W0605,Sälga,2012,2011,W0605_2012,W0605_2011,F,2005,7,SolitaryF,-22.9,4.48,2.79,67,57,41050,5,2,5.2,5.2,-22.988,1.175438596,2011,7
663,W1209,Järpa,2012,2011,W1209_2012,W1209_2011,F,2011,1,WithMother,-23.65,5.44,3.07,NA,37,41050,5,2,9.71,9.71,-23.738,NA,2011,1
632,W9403,Grivla,2012,2011,W9403_2012,W9403_2011,F,1993,19,SolitaryF,-22.67,5.02,2.95,NA,62,41050,5,2,5.52,5.52,-22.758,NA,2011,19
633,W9814,Bella,2012,2011,W9814_2012,W9814_2011,F,1997,15,SolitaryF,-22.65,5.55,3.1,86,62,41050,5,2,6.14,6.14,-22.738,1.387096774,2011,15
636,W0610,Ruta,2012,2011,W0610_2012,W0610_2011,F,2005,7,SolitaryF,-22.69,4.81,2.89,61.5,52,41051,5,2,5.26,5.26,-22.778,1.182692308,2011,7
637,W0611,Påska,2012,2011,W0611_2012,W0611_2011,F,2005,7,SolitaryF,-22.68,4.47,2.79,81.9,56,41051,5,2,6.74,6.74,-22.768,1.4625,2011,7
590,W0610,Ruta,2013,2012,W0610_2013,W0610_2012,F,2005,8,SolitaryF,-23.06,4.49,2.79,75,54,41383,4,2,9.85,9.85,-23.126,1.388888889,2012,8
600,W0818,Ellen,2013,2012,W0818_2013,W0818_2012,F,2007,6,SolitaryF,-22.72,4.31,2.74,69,57,41383,4,2,3.8,3.8,-22.786,1.210526316,2012,6
601,W0825,Galju,2013,2012,W0825_2013,W0825_2012,F,2007,6,SolitaryF,-23.45,4.55,2.81,58,53,41383,4,2,7.38,7.38,-23.516,1.094339623,2012,6
605,W1017,Pässan,2013,2012,W1017_2013,W1017_2012,F,2009,4,SolitaryF,-22.97,4.73,2.86,64,55,41383,4,2,4.93,4.93,-23.036,1.163636364,2012,4
588,W0605,Sälga,2013,2012,W0605_2013,W0605_2012,F,2005,8,WithCubs,-23.13,4.63,2.83,72,57,41386,4,2,8.18,8.18,-23.196,1.263157895,2012,8
589,W0611,Påska,2013,2012,W0611_2013,W0611_2012,F,2005,8,SolitaryF,-22.57,5.51,3.09,79,54,41386,4,2,13.91,13.91,-22.636,1.462962963,2012,8
612,W1301,Slindor,2013,2012,W1301_2013,W1301_2012,M,2012,1,WithMother,-23.52,5,2.94,17,39.5,41386,4,2,8.03,8.03,-23.586,0.430379747,2012,1
613,W1302,Bäcker,2013,2012,W1302_2013,W1302_2012,M,2012,1,WithMother,-23.64,4.81,2.89,17,40,41386,4,2,9.64,9.64,-23.706,0.425,2012,1
608,W1205,Klummy,2013,2012,W1205_2013,W1205_2012,F,2011,2,WithMother,-23.34,4.99,2.94,43,48,41387,4,2,2.43,2.43,-23.406,0.895833333,2012,2
614,W1303,Lillsloga,2013,2012,W1303_2013,W1303_2012,F,2012,1,WithMother,-23.18,5.46,3.08,19,40.5,41387,4,2,7.66,7.66,-23.246,0.469135802,2012,1
615,W1304,Bergsloga,2013,2012,W1304_2013,W1304_2012,F,2012,1,WithMother,-23.14,5.66,3.14,19,39,41387,4,2,12.79,12.79,-23.206,0.487179487,2012,1
583,W9403,Grivla,2013,2012,W9403_2013,W9403_2012,F,1993,20,WithCubs,-23.1,5.18,2.99,93,62.5,41387,4,2,5.69,5.69,-23.166,1.488,2012,20
586,W0303,Näcka,2013,2012,W0303_2013,W0303_2012,F,2002,11,WithCubs,-22.89,4.2,2.71,80,61,41393,4,2,14.51,14.51,-22.956,1.31147541,2012,11
616,W1305,Flickran,2013,2012,W1305_2013,W1305_2012,F,2012,1,WithMother,-23.03,4.8,2.88,21.5,36,41393,4,2,9.81,9.81,-23.096,0.597222222,2012,1
617,W1306,Härkä,2013,2012,W1306_2013,W1306_2012,M,2012,1,WithMother,-22.97,4.83,2.89,23,41,41393,4,2,8.84,8.84,-23.036,0.56097561,2012,1
618,W1307,Tunplutten,2013,2012,W1307_2013,W1307_2012,M,2012,1,WithMother,-23.47,4.99,2.94,10,35.5,41393,4,2,12.35,12.35,-23.536,0.281690141,2012,1
619,W1308,Pendon,2013,2012,W1308_2013,W1308_2012,M,2012,1,WithMother,-23.36,4.86,2.9,15,36,41393,4,2,11.34,11.34,-23.426,0.416666667,2012,1
592,W0621,Stöa,2013,2012,W0621_2013,W0621_2012,F,2005,8,WithCubs,-23.11,4.21,2.71,86,62,41394,4,2,27.41,27.41,-23.176,1.387096774,2012,8
620,W1309,Fulunäsa,2013,2012,W1309_2013,W1309_2012,F,2012,1,WithMother,-22.12,5.3,3.03,21,40,41394,4,2,10.79,10.79,-22.186,0.525,2012,1
621,W1310,Svukka,2013,2012,W1310_2013,W1310_2012,F,2012,1,WithMother,-21.91,4.66,2.84,18.5,41,41394,4,2,9.72,9.72,-21.976,0.451219512,2012,1
622,W1311,Tveknippa,2013,2012,W1311_2013,W1311_2012,F,2012,1,WithMother,-22.13,5.01,2.94,17,37,41394,4,2,6.95,6.95,-22.196,0.459459459,2012,1
584,W9914,Gira,2013,2012,W9914_2013,W9914_2012,F,1998,15,WithCubs,-23.3,4.58,2.82,98,61,41394,4,2,7.84,7.84,-23.366,1.606557377,2012,15
607,W1203,Pengel,2013,2012,W1203_2013,W1203_2012,F,2008,5,SolitaryF,-22.79,4.42,2.77,69,57,41408,5,2,3.11,3.11,-22.856,1.210526316,2012,5
585,W0217,Silina,2013,2012,W0217_2013,W0217_2012,F,2001,12,WithCubs,-23.12,4.69,2.85,79,59,41409,5,2,7.59,7.59,-23.186,1.338983051,2012,12
604,W1011,Lillunn,2013,2012,W1011_2013,W1011_2012,F,2009,4,SolitaryF,-22.81,5.02,2.95,55.5,53,41409,5,2,4.34,4.34,-22.876,1.047169811,2012,4
594,W0713,Ambra,2013,2012,W0713_2013,W0713_2012,F,2006,7,SolitaryF,-22.94,5.17,2.99,77,58,41415,5,2,24.06,24.06,-23.006,1.327586207,2012,7
587,W0425,Komola,2013,2012,W0425_2013,W0425_2012,F,2000,13,WithCubs,-23.49,4.65,2.84,76,59,41416,5,2,10.86,10.86,-23.556,1.288135593,2012,13
591,W0620,Tvåska,2013,2012,W0620_2013,W0620_2012,F,2005,8,SolitaryF,-23.13,4.89,2.91,86,62,41416,5,2,31.33,31.33,-23.196,1.387096774,2012,8
597,W0806,Kyllan,2013,2012,W0806_2013,W0806_2012,F,2007,6,SolitaryF,-22.86,5.09,2.97,77,57,41416,5,2,6.16,6.16,-22.926,1.350877193,2012,6
626,W1315,Roudina,2013,2012,W1315_2013,W1315_2012,F,2012,1,WithMother,-22.91,4.61,2.83,15,38,41416,5,2,8.01,8.01,-22.976,0.394736842,2012,1
627,W1316,Token,2013,2012,W1316_2013,W1316_2012,M,2012,1,WithMother,-23.02,4.52,2.8,17,40,41416,5,2,9.81,9.81,-23.086,0.425,2012,1
628,W1317,Silå,2013,2012,W1317_2013,W1317_2012,M,2012,1,WithMother,-23.1,4.7,2.85,15.5,40,41416,5,2,7.77,7.77,-23.166,0.3875,2012,1
609,W1206,Klumpa,2013,2012,W1206_2013,W1206_2012,F,2011,2,WithMother,-23.25,5.18,2.99,NA,54,41436,6,2,3.88,3.88,-23.316,NA,2012,2
719,W1205,Klummy,2015,2014,W1205_2015,W1205_2014,F,2011,4,SolitaryF,-23.42,5.42,3.06,74.5,55,42110,4,2,6.26,6.26,-23.442,1.354545455,2014,4
720,W1206,Klumpa,2015,2014,W1206_2015,W1206_2014,F,2011,4,SolitaryF,-23.75,5.66,3.14,90.6,60,42110,4,2,6.33,6.33,-23.772,1.51,2014,4
721,W0620,Tvåska,2015,2014,W0620_2015,W0620_2014,F,2005,10,WithCubs,-23.22,4.85,2.9,106.5,63,42112,4,2,11.6,11.6,-23.242,1.69047619,2014,10
722,W1110,Strandas,2015,2014,W1110_2015,W1110_2014,F,2010,5,SolitaryF,-23.08,4.67,2.84,62.2,52.5,42115,4,2,4.7,4.7,-23.102,1.184761905,2014,5
723,W0713,Ambra,2015,2014,W0713_2015,W0713_2014,F,2006,9,WithCubs,-23.17,4.68,2.85,62.8,56.5,42117,4,2,16.66,16.66,-23.192,1.111504425,2014,9
724,W0720,Rådika,2015,2014,W0720_2015,W0720_2014,F,2000,15,WithCubs,-22.97,4.48,2.79,76.6,59,42117,4,2,13,13,-22.992,1.298305085,2014,15
725,W0104,Abborrgina,2015,2014,W0104_2015,W0104_2014,F,2000,15,WithCubs,-23.19,4.15,2.69,83.6,59,42118,4,2,11.16,11.16,-23.212,1.416949153,2014,15
574,W0818,Ellen,2016,2015,W0818_2016,W0818_2015,F,2007,9,SolitaryF,-21.06,4.38,2.76,87.4,58,42486,4,2,7.11,7.11,-21.06,1.506896552,2015,9
716,W1110,Strandas,2016,2015,W1110_2016,W1110_2015,F,2010,6,SolitaryF,-23.31,4.94,2.92,82.5,56,42486,4,2,7.51,7.51,-23.31,1.473214286,2015,6
573,W1304,Bergsloga,2016,2015,W1304_2016,W1304_2015,F,2012,4,SolitaryF,-23.32,4.75,2.87,48.8,49.5,42486,4,2,7.32,7.32,-23.32,0.985858586,2015,4
572,W1305,Flickran,2016,2015,W1305_2016,W1305_2015,F,2012,4,SolitaryF,-23.09,4.83,2.89,72,55,42487,4,2,6.98,6.98,-23.09,1.309090909,2015,4
570,W1209,Järpa,2016,2015,W1209_2016,W1209_2015,F,2011,5,SolitaryF,-23.25,4.56,2.81,55,52,42488,4,2,8.57,8.57,-23.25,1.057692308,2015,5
577,W1505,Gymåsa,2016,2015,W1505_2016,W1505_2015,F,NA,NA,SolitaryF,-23.32,4.6,2.82,112.6,61,42488,4,2,5.9,5.9,-23.32,1.845901639,2015,NA
718,W1408,Misan,2016,2015,W1408_2016,W1408_2015,F,2013,3,SolitaryF,-23.66,6.09,3.26,81.6,55,42489,4,2,5.18,5.18,-23.66,1.483636364,2015,3
717,W1206,Klumpa,2016,2015,W1206_2016,W1206_2015,F,2011,5,SolitaryF,-24.02,6.15,3.28,120,65,42490,4,2,4.64,4.64,-24.02,1.846153846,2015,5
568,W0716,Spjuta,2016,2015,W0716_2016,W0716_2015,F,2001,15,SolitaryF,-23,4.09,2.67,117.8,62,42491,5,2,6.09,6.09,-23,1.9,2015,15
567,W1319,Snygga,2016,2015,W1319_2016,W1319_2015,F,2009,7,WithCubs,-23.51,4.36,2.75,72.6,57,42491,5,2,10.22,10.22,-23.51,1.273684211,2015,7
714,W0104,Abborrgina,2016,2015,W0104_2016,W0104_2015,F,2000,16,WithCubs,-23.38,4.4,2.76,102,59,42492,5,2,8.9,8.9,-23.38,1.728813559,2015,16
571,W1017,Pässan,2016,2015,W1017_2016,W1017_2015,F,2009,7,WithCubs,-23.07,4.54,2.81,86.8,57,42492,5,2,8.51,8.51,-23.07,1.522807018,2015,7
579,W0605,Sälga,2016,2015,W0605_2016,W0605_2015,F,2005,11,WithCubs,-23.55,4.49,2.79,80.8,58,42493,5,2,8.27,8.27,-23.55,1.393103448,2015,11
578,W0706,Brända,2016,2015,W0706_2016,W0706_2015,F,2006,10,WithCubs,-23.3,4.63,2.83,83.6,59,42494,5,2,7.39,7.39,-23.3,1.416949153,2015,10
575,W1203,Pengel,2016,2015,W1203_2016,W1203_2015,F,2008,8,WithCubs,-23.8,5.17,2.99,77.8,56.5,42494,5,2,7.05,7.05,-23.8,1.37699115,2015,8
569,W1417,Brunna,2016,2015,W1417_2016,W1417_2015,F,NA,NA,WithCubs,-24.12,4.66,2.84,76,55,42494,5,2,12.72,12.72,-24.12,1.381818182,2015,NA
715,W0621,Stöa,2016,2015,W0621_2016,W0621_2015,F,2005,11,WithCubs,-23.12,4.42,2.77,93,62,42507,5,2,10.74,10.74,-23.12,1.5,2015,11
582,W0623,Verva,2016,2015,W0623_2016,W0623_2015,F,2005,11,WithCubs,-23.63,3.91,2.62,88,64,42507,5,2,11.05,11.05,-23.63,1.375,2015,11
581,W1112,Horrmunda,2016,2015,W1112_2016,W1112_2015,F,2010,6,WithCubs,-23.44,4.85,2.9,89.6,62,42507,5,2,7.77,7.77,-23.44,1.44516129,2015,6
580,W1614,KullaU2,2016,2015,W1614_2016,W1614_2015,F,2015,1,WithMother,-23.48,4.73,2.86,17.8,37,42508,5,2,13.02,13.02,-23.48,0.481081081,2015,1
453,W0217,Silina,2006,2005,W0217_2006,W0217_2005,F,2001,5,SolitaryF,-23.24,4.66,2.84,NA,NA,NA,13,1,1.54,3.1592,-23.46,NA,2005,5
539,W0713,Ambra,2008,2007,W0713_2008,W0713_2007,F,2006,2,WithMother,-22.88,5.36,3.05,NA,NA,NA,13,1,2.25,3.855,-23.056,NA,2007,2
